distances,distance_mean,minor_events,instability_x_current,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[-147436.   -156619.5  -160354.   -168314.25 -175095.25 -183663.75
 -188693.25 -187661.75 -186860.25 -182470.5  -183373.75 -185882.25
 -196323.5  -229474.25  171496.5 ]",-157381.71666666667,7.0,22405580.0,"[1083.1449  1046.8461  1025.0475   950.26733  844.94763  880.2084
  972.9066  1014.3969   506.58914 1031.7603  1003.1898   988.0994
  943.5741   803.78204  267.45654]",890.81445,-139.79205,-536.3255,"[0.3924259  0.39441726 0.39441726 0.39441726 0.39441726 0.39441726
 0.39441726 0.39441726 0.39441726 0.39441726 0.39441726 0.39441726
 0.39441726 0.39441726 0.39441726]",0.39428452,"[1.207739  1.2131509 1.2131509 1.2131509 1.2131509 1.2131509 1.2131509
 1.2131509 1.2131509 1.2131509 1.2131509 1.2131509 1.2131509 1.2131509
 1.2131509]",1.21279,"[3213918.8 3203827.5 3200093.  3192132.8 3184444.  3175875.5 3169991.5
 3170115.2 3170916.8 3174398.8 3173495.5 3170987.  3159638.  3125579.2
 3526550. ]",48011963.5,96745,2,860,-11349.0,-34058.75,400970.75,435029.5,3526550.0,3169991.5,3170115.2,3175875.5,3200797.2,12.807,151.50467,-8.706153869628906,-9.687251091003418,-8.705491
"[ 93336.5   83477.25  78637.75  71263.75  59637.    46388.25  32487.5
  22522.5   11171.     3545.25   -235.75  -6046.5  -21631.   -28353.
  63394.  ]",33972.96666666667,1.0,2846015.0,"[1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491
 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491 1224.4491
 1224.4491]",1224.4491,0.0,0.0,"[0.32981384 0.32981384 0.32981384 0.32981384 0.32981384 0.32981384
 0.32981384 0.32981384 0.32981384 0.32981384 0.32981384 0.32981384
 0.32981384 0.32981384 0.32981384]",0.3298139,"[1.1557798 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798
 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798 1.1557798
 1.1557798]",1.1557797,"[2908899.8 2898170.8 2892403.8 2885029.8 2872533.2 2859284.5 2845383.8
 2834491.  2823139.5 2814644.2 2809935.5 2804124.8 2788540.2 2780948.8
 2872695.8]",42690225.25,96885,2,861,-15584.5,-7591.5,91747.0,99338.5,2872695.8,2845383.8,2834491.0,2859284.5,2846015.0,16.86,26.567656,-7.995843251546224,-3.3271732330322266,5.542852
"[-38204.375 -38016.25  -36169.375 -37892.    -37486.25  -35459.25
 -35159.625 -34584.75  -35650.25  -33097.25   -2665.5    19758.625
  30169.125  34437.875  34471.25 ]",-16369.866666666667,2.0,2279605.0,"[1436.5787  1447.8964  1412.8052  1415.363   1421.0712  1381.8342
 1315.9843  1230.2192  1173.4796   971.15985  730.39636 1119.9723
 1090.8129  1031.1354  1024.464  ]",1213.5449,-59.67749,-6.6713867,"[0.25657532 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532
 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532 0.25657532
 0.25657532 0.17673135 0.17673135]",0.24592946,"[1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275
 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.6220275 1.5181793
 1.5181793]",1.6081812,"[1122033.1 1120435.9 1122282.8 1120560.1 1119180.5 1121207.5 1121507.1
 1122082.  1121016.5 1121738.4 1152170.1 1174594.2 1183219.5 1187488.2
 1187521.6]",17097037.625,96993,2,862,8625.25,4268.75,33.375,-4235.375,1187521.6,1121507.1,1122082.0,1121207.5,1139802.5,20.192,15.021097,20.939951578776043,-0.3989526629447937,-2.424875
"[-112845.25 -121156.   -128806.5  -136889.   -140839.   -146921.
 -154307.5  -160283.5  -161965.25 -164932.   -170103.25 -176221.75
 -181411.25 -179770.75  122482.75]",-134264.61666666667,1.0,2578665.8,"[502.7386   501.04703  499.80536  495.00235  493.9828   478.14346
 473.7653   459.33554  453.8363   448.82822  438.33087  437.4708
 432.3042   412.063     37.885532]",437.63596,-20.24121,-374.17746,"[0.32519782 0.32519782 0.32519782 0.32519782 0.32519782 0.32519782
 0.32519782 0.32519782 0.32519782 0.32519782 0.32519782 0.32519782
 0.32519782 0.32519782 0.32519782]",0.32519776,"[1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737
 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737
 1.0679737]",1.0679739,"[2603698.8 2594472.5 2585906.5 2577824.  2573004.2 2566922.2 2559535.8
 2552644.  2550046.8 2547080.  2541039.  2534920.5 2529731.  2530456.
 2832709.5]",38679990.75,96995,2,863,-5189.5,725.0,302253.5,301528.5,2832709.5,2559535.8,2552644.0,2566922.2,2578665.8,10.576,86.103195,-8.957742055257162,-9.9468355178833,-7.989725
"[-112845.25 -121156.   -128806.5  -136889.   -140839.   -146921.
 -154307.5  -160283.5  -161965.25 -164932.   -170103.25 -176221.75
 -181411.25 -179770.75  122482.75]",-134264.61666666667,6.0,15471996.0,"[502.7386   501.04703  499.80536  495.00235  493.9828   478.14346
 473.7653   459.33554  453.8363   448.82822  438.33087  437.4708
 432.3042   412.063     37.885532]",437.63596,-20.24121,-374.17746,"[0.32519782 0.32519782 0.32519782 0.32519782 0.32519782 0.32519782
 0.32519782 0.32519782 0.32519782 0.32519782 0.32519782 0.32519782
 0.32519782 0.32519782 0.32519782]",0.32519776,"[1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737
 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737 1.0679737
 1.0679737]",1.0679739,"[2603698.8 2594472.5 2585906.5 2577824.  2573004.2 2566922.2 2559535.8
 2552644.  2550046.8 2547080.  2541039.  2534920.5 2529731.  2530456.
 2832709.5]",38679990.75,96995,2,864,-5189.5,725.0,302253.5,301528.5,2832709.5,2559535.8,2552644.0,2566922.2,2578665.8,10.576,86.103195,-8.957742055257162,-9.9468355178833,-7.989725
"[-233372.75  -236258.375 -241548.    -240210.625 -246635.625 -252710.75
 -258494.75  -263687.125 -267633.75  -270676.625 -270086.125 -164147.875
  -86383.25   -60067.625  -46592.25 ]",-209233.7,7.0,11989817.0,"[957.4571  960.9671  906.173   911.36005 899.11456 881.9399  669.7416
 739.6606  778.01447 812.6101  750.2309  369.1344  233.74307 238.97424
 290.02792]",693.2766,5.2311707,51.05368,"[0.35953346 0.35953346 0.35953346 0.35953346 0.35953346 0.35953346
 0.35953346 0.35953346 0.35953346 0.36902684 0.36902684 0.36902684
 0.36902684 0.36902684 0.36902684]",0.36333078,"[1.3780602 1.3780602 1.3780602 1.3780602 1.3780602 1.3780602 1.3780602
 1.3780602 1.3780602 1.3975863 1.3975863 1.3975863 1.3975863 1.3975863
 1.3975863]",1.3858708,"[1691856.9 1688101.5 1682811.9 1683233.6 1676808.6 1670733.5 1664034.
 1657971.9 1654025.2 1650066.8 1650657.2 1756595.5 1833444.6 1859760.2
 1872365.9]",25692467.375,96996,2,865,76849.125,26315.625,12605.625,-13710.0,1872365.9,1664034.0,1657971.9,1670733.5,1712831.2,17.271,40.138577,31.5519282023112,-9.225817680358887,-9.873772
"[-233372.75  -236258.375 -241548.    -240210.625 -246635.625 -252710.75
 -258494.75  -263687.125 -267633.75  -270676.625 -270086.125 -164147.875
  -86383.25   -60067.625  -46592.25 ]",-209233.7,12.0,20553974.0,"[957.4571  960.9671  906.173   911.36005 899.11456 881.9399  669.7416
 739.6606  778.01447 812.6101  750.2309  369.1344  233.74307 238.97424
 290.02792]",693.2766,5.2311707,51.05368,"[0.35953346 0.35953346 0.35953346 0.35953346 0.35953346 0.35953346
 0.35953346 0.35953346 0.35953346 0.36902684 0.36902684 0.36902684
 0.36902684 0.36902684 0.36902684]",0.36333078,"[1.3780602 1.3780602 1.3780602 1.3780602 1.3780602 1.3780602 1.3780602
 1.3780602 1.3780602 1.3975863 1.3975863 1.3975863 1.3975863 1.3975863
 1.3975863]",1.3858708,"[1691856.9 1688101.5 1682811.9 1683233.6 1676808.6 1670733.5 1664034.
 1657971.9 1654025.2 1650066.8 1650657.2 1756595.5 1833444.6 1859760.2
 1872365.9]",25692467.375,96996,2,866,76849.125,26315.625,12605.625,-13710.0,1872365.9,1664034.0,1657971.9,1670733.5,1712831.2,17.271,40.138577,31.5519282023112,-9.225817680358887,-9.873772
"[-14605.   -21332.   -27237.5  -30529.25 -29811.   -31308.   -32251.
 -31491.5  -32732.   -32126.75 -34362.75 -39043.   -58679.5  -88294.75
 245627.5 ]",-17211.766666666666,3.0,8512377.0,"[1280.7906    1274.5591    1283.315     1293.0613    1297.349
 1297.166     1301.3091    1310.2167    1304.5765    1301.5194
 1304.5864    1307.0547    1264.9021     664.2711       6.4438133]",1166.0747,-600.631,-657.82733,"[0.36101156 0.36101156 0.36101156 0.36101156 0.36101156 0.36101156
 0.36101156 0.36101156 0.36101156 0.36101156 0.36101156 0.36101156
 0.36101156 0.36101156 0.36101156]",0.36101153,"[1.0236683 1.0236683 1.0236683 1.0236683 1.0236683 1.0236683 1.0236683
 1.0236683 1.0236683 1.0236683 1.0236683 1.0236683 1.0236683 1.0236683
 1.0236683]",1.0236683,"[2836480.  2829753.  2830668.2 2826506.8 2827225.  2825728.  2823869.5
 2824629.  2822473.  2822208.5 2819972.5 2814376.5 2794740.  2765124.8
 3098131.5]",42561886.25,97396,2,867,-19636.5,-29615.25,333006.75,362622.0,3098131.5,2823869.5,2824629.0,2825728.0,2837459.0,11.089,121.35425,-5.841204325358073,-0.9426093697547913,-0.71276814
"[-124087.25 -132539.5  -136608.   -140027.   -143934.75 -147559.75
 -149317.   -150904.   -152475.   -153191.75 -157961.   -161261.25
 -169192.5  -207695.25 -132608.25]",-150624.15,1.0,2437018.8,"[417.9501   426.41727  431.2911   431.96368  433.11807  435.17334
 438.297    438.81894  440.34753  445.97137  447.46542  447.42343
 449.56607  118.893974   5.370521]",387.2045,-330.6721,-113.52345,"[0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872
 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872
 0.2772872]",0.2772872,"[0.778543 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543
 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543]",0.7785431,"[2466751.  2457520.5 2452628.  2449209.  2445301.2 2440898.2 2439141.
 2436730.  2434380.8 2433664.  2428070.8 2424770.5 2416839.2 2377558.2
 2451821.2]",36555283.75,97399,2,868,-7931.25,-39281.0,74263.0,113544.0,2451821.2,2439141.0,2436730.0,2440898.2,2437018.8,12.236,23.237085,-10.843125661214193,-6.7583770751953125,-6.752464
"[-124087.25 -132539.5  -136608.   -140027.   -143934.75 -147559.75
 -149317.   -150904.   -152475.   -153191.75 -157961.   -161261.25
 -169192.5  -207695.25 -132608.25]",-150624.15,6.0,14622113.0,"[417.9501   426.41727  431.2911   431.96368  433.11807  435.17334
 438.297    438.81894  440.34753  445.97137  447.46542  447.42343
 449.56607  118.893974   5.370521]",387.2045,-330.6721,-113.52345,"[0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872
 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872 0.2772872
 0.2772872]",0.2772872,"[0.778543 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543
 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543 0.778543]",0.7785431,"[2466751.  2457520.5 2452628.  2449209.  2445301.2 2440898.2 2439141.
 2436730.  2434380.8 2433664.  2428070.8 2424770.5 2416839.2 2377558.2
 2451821.2]",36555283.75,97399,2,869,-7931.25,-39281.0,74263.0,113544.0,2451821.2,2439141.0,2436730.0,2440898.2,2437018.8,12.236,23.237085,-10.843125661214193,-6.7583770751953125,-6.752464
"[-261989.    -263706.125 -263587.5   -262717.625 -261958.    -258278.625
 -259004.875 -256990.    -252198.5   -231997.625 -106556.625  -80746.875
  -67020.375  -54269.375  -45983.5  ]",-195133.64166666666,7.0,10842758.0,"[884.8042  897.17474 782.03204 582.2002  472.76843 497.50952 468.01053
 373.80408 336.69244 352.8693  433.75363 260.566   291.01657 334.44678
 330.41974]",486.53787,43.430206,-4.0270386,"[0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174
 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174
 0.2933174]",0.29331738,"[1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632
 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632
 1.4937632]",1.4937631,"[1485302.5 1483585.4 1482788.4 1483658.2 1483502.4 1486312.  1485585.8
 1486685.  1491476.5 1511677.4 1636202.9 1661142.9 1674869.4 1686704.8
 1694990.6]",23234484.0,97405,2,870,13726.5,11835.375,8285.875,-3549.5,1694990.6,1485585.8,1486685.0,1486312.0,1548965.5,18.031,27.487368,51.4116465250651,-3.752103567123413,-5.1389856
"[-22593.625 -21198.75  -27093.75  -23892.75  -22803.875 -23138.125
 -22900.125 -22542.25  -22950.5   -20294.5   -20764.75   80550.75
 114195.75  121370.25  121778.875]",12514.841666666667,0.0,0.0,"[724.96356 713.3603  696.8318  692.1782  699.07166 673.35266 565.63885
 565.63885 454.51077 406.0503  402.5336  672.31934 280.42255 301.48248
 301.48248]",543.3225,21.059937,0.0,"[0.2580664 0.2580664 0.2580664 0.255516  0.255516  0.255516  0.255516
 0.255516  0.255516  0.255516  0.255516  0.255516  0.255516  0.255516
 0.255516 ]",0.2560261,"[1.5228542 1.5228542 1.5228542 1.5361577 1.5361577 1.5361577 1.5361577
 1.5361577 1.5361577 1.5361577 1.5361577 1.5361577 1.5361577 1.5361577
 1.5361577]",1.533497,"[1205440.6 1206835.5 1200940.5 1204141.5 1203399.4 1203065.1 1203303.1
 1203661.  1203252.8 1204123.4 1203653.1 1304968.6 1336828.2 1344002.8
 1344411.4]",18572027.0,97468,2,871,31859.625,7174.5,408.625,-6765.875,1344411.4,1203303.1,1203661.0,1203065.1,1238135.1,20.948,31.56736,30.705078125,0.1594478189945221,-1.755425
