distances,distance_mean,minor_events,instability_x_current,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[-36296.125 -38151.    -39632.125 -39311.    -40392.    -39945.875
 -36635.25  -32512.    -33815.75  -31955.125 -32719.625 -38825.375
  88146.5    96950.5    98327.75 ]",-10451.1,0.0,0.0,"[950.8731  940.8878  940.8878  964.7978  967.3919  977.07385 907.15857
 904.1839  760.5201  760.5201  628.7259  341.29333 376.38712 523.2451
 562.0235 ]",767.06464,146.858,38.77838,"[0.32894272 0.32894272 0.32894272 0.32894272 0.32894272 0.32894272
 0.32894272 0.32894272 0.32894272 0.32894272 0.32894272 0.32894272
 0.32894272 0.32894272 0.32894272]",0.32894275,"[1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042
 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042
 1.5733042]",1.5733039,"[1170039.5 1166399.4 1164918.2 1165239.4 1164158.4 1164604.5 1166129.8
 1170253.  1168949.2 1168978.8 1168214.2 1162108.5 1289080.4 1296099.
 1297476.2]",17882648.5,97469,2,872,126971.875,7018.625,1377.25,-5641.375,1297476.2,1166129.8,1170253.0,1164604.5,1192176.5,21.203,34.495743,12.613104502360025,-0.11904454976320267,-1.8703887
"[-36296.125 -38151.    -39632.125 -39311.    -40392.    -39945.875
 -36635.25  -32512.    -33815.75  -31955.125 -32719.625 -38825.375
  88146.5    96950.5    98327.75 ]",-10451.1,5.0,5960883.0,"[950.8731  940.8878  940.8878  964.7978  967.3919  977.07385 907.15857
 904.1839  760.5201  760.5201  628.7259  341.29333 376.38712 523.2451
 562.0235 ]",767.06464,146.858,38.77838,"[0.32894272 0.32894272 0.32894272 0.32894272 0.32894272 0.32894272
 0.32894272 0.32894272 0.32894272 0.32894272 0.32894272 0.32894272
 0.32894272 0.32894272 0.32894272]",0.32894275,"[1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042
 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042 1.5733042
 1.5733042]",1.5733039,"[1170039.5 1166399.4 1164918.2 1165239.4 1164158.4 1164604.5 1166129.8
 1170253.  1168949.2 1168978.8 1168214.2 1162108.5 1289080.4 1296099.
 1297476.2]",17882648.5,97469,2,873,126971.875,7018.625,1377.25,-5641.375,1297476.2,1166129.8,1170253.0,1164604.5,1192176.5,21.203,34.495743,12.613104502360025,-0.11904454976320267,-1.8703887
"[-37700.375 -38437.75  -35863.625 -39032.5   -37768.125 -36567.5
 -35664.625 -35096.75  -38028.625 -36864.25  -36379.625 -34410.75
  41360.25   59995.75   60301.875]",-18677.108333333334,1.0,1249534.8,"[ 828.5706   828.5706   785.9732   689.4615   521.10895  490.23163
  486.76178  472.2591   472.2591   404.78207  384.93335  426.43793
 1026.2667  1014.24554 1021.1768 ]",656.86926,-12.021179,6.9312744,"[0.33963704 0.33963704 0.33963704 0.33469832 0.33469832 0.33469832
 0.33469832 0.33469832 0.33469832 0.33469832 0.33469832 0.33469832
 0.33469832 0.33469832 0.33469832]",0.33568603,"[1.5447426 1.5447426 1.5447426 1.5530559 1.5530559 1.5530559 1.5530559
 1.5530559 1.5530559 1.5530559 1.5530559 1.5530559 1.5530559 1.5530559
 1.5530559]",1.5513935,"[1234097.5 1233360.1 1234148.9 1230980.  1232244.4 1231659.6 1232562.5
 1233130.4 1230198.5 1231362.9 1230016.5 1231985.4 1307756.4 1324606.5
 1324912.6]",18743022.125,97470,2,874,75771.0,16850.125,306.125,-16544.0,1324912.6,1232562.5,1233130.4,1231659.6,1249534.8,21.003,28.658978,11.59610366821289,0.2255106419324875,0.6727812
"[-352510.5   -358794.    -364251.25  -370064.25  -372003.    -375157.625
 -380751.125 -381012.75  -384577.    -388045.    -387153.    -341126.875
 -265754.375 -230243.625 -215446.375]",-344459.38333333336,6.0,9484402.0,"[1563.661   1565.8196  1537.239   1473.6709  1372.9882  1035.9043
  980.10535 1038.1469  1035.8315   964.19794  681.1207   264.85928
  132.45114  182.07213  235.68083]",937.5833,49.620987,53.608704,"[0.31409034 0.31409034 0.31409034 0.31409034 0.31409034 0.31409034
 0.32359654 0.32359654 0.32359654 0.32359654 0.32359654 0.32359654
 0.32359654 0.32359654 0.32359654]",0.31979403,"[1.280818  1.280818  1.280818  1.280818  1.280818  1.280818  1.3213413
 1.3213413 1.3213413 1.3213413 1.3213413 1.3213413 1.3213413 1.3213413
 1.3213413]",1.3051319,"[1575099.6 1568221.  1562763.8 1556309.9 1553776.  1550621.4 1544432.8
 1544171.1 1540606.9 1536543.8 1536840.6 1582866.8 1657644.1 1693154.9
 1707952.1]",23711004.625,97474,2,875,74777.375,35510.75,14797.25,-20713.5,1707952.1,1544432.8,1544171.1,1550621.4,1580733.6,14.914,33.882626,19.588185628255207,-9.978902816772461,-10.352615
"[ -2167.125  -2519.25   -2035.     -1121.375  -1144.75    -894.
  -2485.875   -450.875  -1185.5     -337.875 140168.875 157149.5
 158946.75  163939.875 166443.875]",51487.15,0.0,0.0,"[605.40247 525.19775 443.63223 456.57657 454.69754 433.81137 397.71515
 358.88455 378.98322 388.51868 523.667   552.4914  533.0246  534.6309
 476.73566]",470.93124,1.6063232,-57.895264,"[0.3099171 0.3099171 0.3099171 0.3032906 0.3032906 0.3032906 0.3032906
 0.3032906 0.3032906 0.3032906 0.3032906 0.3032906 0.3032906 0.3032906
 0.3032906]",0.3046159,"[1.5885105 1.5885105 1.5885105 1.5870264 1.5870264 1.5870264 1.5870264
 1.5870264 1.5870264 1.5870264 1.5870264 1.5870264 1.5870264 1.5870264
 1.5870264]",1.5873233,"[1619567.4 1619215.2 1618783.8 1618781.6 1618758.2 1618131.5 1616539.6
 1618574.6 1616924.2 1616894.2 1757401.  1773465.9 1775263.1 1780256.2
 1781882.8]",25050439.5,97475,2,876,1797.25,4993.125,1626.5,-3366.625,1781882.8,1616539.6,1618574.6,1618131.5,1670029.4,16.255,32.39709,56.490315755208336,-0.5923881530761719,0.07497687
"[ -2167.125  -2519.25   -2035.     -1121.375  -1144.75    -894.
  -2485.875   -450.875  -1185.5     -337.875 140168.875 157149.5
 158946.75  163939.875 166443.875]",51487.15,5.0,8350146.5,"[605.40247 525.19775 443.63223 456.57657 454.69754 433.81137 397.71515
 358.88455 378.98322 388.51868 523.667   552.4914  533.0246  534.6309
 476.73566]",470.93124,1.6063232,-57.895264,"[0.3099171 0.3099171 0.3099171 0.3032906 0.3032906 0.3032906 0.3032906
 0.3032906 0.3032906 0.3032906 0.3032906 0.3032906 0.3032906 0.3032906
 0.3032906]",0.3046159,"[1.5885105 1.5885105 1.5885105 1.5870264 1.5870264 1.5870264 1.5870264
 1.5870264 1.5870264 1.5870264 1.5870264 1.5870264 1.5870264 1.5870264
 1.5870264]",1.5873233,"[1619567.4 1619215.2 1618783.8 1618781.6 1618758.2 1618131.5 1616539.6
 1618574.6 1616924.2 1616894.2 1757401.  1773465.9 1775263.1 1780256.2
 1781882.8]",25050439.5,97475,2,877,1797.25,4993.125,1626.5,-3366.625,1781882.8,1616539.6,1618574.6,1618131.5,1670029.4,16.255,32.39709,56.490315755208336,-0.5923881530761719,0.07497687
"[-106841.   -117342.25 -129920.25 -142563.25 -152818.   -160789.75
 -165309.75 -169335.   -171479.   -171688.75 -170423.5  -167638.5
 -172371.25 -188942.25 -198278.  ]",-159049.36666666667,1.0,3265307.0,"[577.40924 590.5398  611.3577  624.93677 635.1202  643.4296  657.47217
 672.62244 666.6103  666.25305 683.8813  690.5005  693.06616 704.0313
 547.17444]",644.2937,10.965149,-156.85687,"[0.34366935 0.34366935 0.34366935 0.34366935 0.34366935 0.34366935
 0.34366935 0.34366935 0.34366935 0.34366935 0.34366935 0.34366935
 0.34366935 0.34366935 0.34366935]",0.34366938,"[0.85200566 0.85200566 0.85200566 0.85200566 0.85200566 0.85200566
 0.85200566 0.85200566 0.85200566 0.85200566 0.85200566 0.85200566
 0.85200566 0.85200566 0.85200566]",0.8520058,"[3318647.  3308145.8 3295247.2 3282604.2 3272029.  3263737.  3259217.
 3254871.2 3252727.2 3252517.5 3253462.5 3255927.  3251194.2 3234302.8
 3224967. ]",48979596.75,97477,2,878,-4732.75,-16891.5,-9335.75,7555.75,3224967.0,3259217.0,3254871.2,3263737.0,3265307.0,9.559,-11.23066,-8.430694580078125,-5.545526027679443,-1.6677893
"[3258971.   3255001.75 3249177.75 3243266.75 3237732.25 3233789.25
 3228236.75 3219808.   3213890.   3209423.25 3203751.   3196403.75
 3206743.5  3306417.   3438708.  ]",3246754.6666666665,3.0,9740265.0,"[1419.4482   1408.0807   1397.3639   1384.1068   1384.0101   1368.29
 1357.331    1345.9979   1324.2898   1288.5015   1272.7595   1268.1405
 1254.0747   1153.9327     14.347381]",1242.7117,-100.14197,-1139.5853,"[0.33278936 0.33278936 0.33278936 0.33278936 0.33278936 0.33278936
 0.33278936 0.33278936 0.33278936 0.33278936 0.33278936 0.33278936
 0.33278936 0.33278936 0.33278936]",0.3327894,"[1.0323737 1.0323737 1.0323737 1.0323737 1.0323737 1.0323737 1.0323737
 1.0323737 1.0323737 1.0323737 1.0323737 1.0323737 1.0323737 1.0323737
 1.0323737]",1.0323735,"[3258971.  3255001.8 3249177.8 3243266.8 3237732.2 3233789.2 3228236.8
 3219808.  3213890.  3209423.2 3203751.  3196403.8 3206743.5 3306417.
 3438708. ]",48701320.0,97806,2,879,10339.75,99673.5,132291.0,32617.5,3438708.0,3228236.8,3219808.0,3233789.2,3246754.8,10.715,66.6259,14.743167877197266,-7.505551338195801,-5.7134714
"[-97604.    -98339.75  -99603.375 -97532.125 -94056.375 -95093.75
 -91048.5   -89299.375 -83800.375 -83370.125  -9026.    121751.25
 186115.    217213.5   231637.75 ]",-12137.083333333334,22.0,42503030.0,"[1102.2515  1134.8231  1151.4126  1178.5509  1186.1182  1109.6493
 1041.7649   983.18445  939.88306  710.1065   439.63446  143.17595
  195.12439  195.34341  175.78436]",779.1204,0.21902466,-19.559052,"[0.25578937 0.25578937 0.25578937 0.25578937 0.25578937 0.25578937
 0.26349655 0.26349655 0.26349655 0.26349655 0.26349655 0.26349655
 0.26349655 0.26349655 0.26349655]",0.26041374,"[1.4394702 1.4394702 1.4394702 1.4394702 1.4394702 1.4394702 1.4607805
 1.4607805 1.4607805 1.4607805 1.4607805 1.4607805 1.4607805 1.4607805
 1.4607805]",1.4522564,"[1849644.8 1848039.2 1846775.6 1847931.2 1851407.  1850369.6 1853545.1
 1854378.8 1859877.8 1859392.4 1933736.5 2064513.8 2128007.8 2159106.2
 2172615. ]",28979340.75,97824,2,880,63494.0,31098.5,13508.75,-17589.75,2172615.0,1853545.1,1854378.8,1850369.6,1931956.0,14.431,60.153336,63.425272623697914,-1.9702726602554321,-4.812428
"[-97604.    -98339.75  -99603.375 -97532.125 -94056.375 -95093.75
 -91048.5   -89299.375 -83800.375 -83370.125  -9026.    121751.25
 186115.    217213.5   231637.75 ]",-12137.083333333334,27.0,52162816.0,"[1102.2515  1134.8231  1151.4126  1178.5509  1186.1182  1109.6493
 1041.7649   983.18445  939.88306  710.1065   439.63446  143.17595
  195.12439  195.34341  175.78436]",779.1204,0.21902466,-19.559052,"[0.25578937 0.25578937 0.25578937 0.25578937 0.25578937 0.25578937
 0.26349655 0.26349655 0.26349655 0.26349655 0.26349655 0.26349655
 0.26349655 0.26349655 0.26349655]",0.26041374,"[1.4394702 1.4394702 1.4394702 1.4394702 1.4394702 1.4394702 1.4607805
 1.4607805 1.4607805 1.4607805 1.4607805 1.4607805 1.4607805 1.4607805
 1.4607805]",1.4522564,"[1849644.8 1848039.2 1846775.6 1847931.2 1851407.  1850369.6 1853545.1
 1854378.8 1859877.8 1859392.4 1933736.5 2064513.8 2128007.8 2159106.2
 2172615. ]",28979340.75,97824,2,881,63494.0,31098.5,13508.75,-17589.75,2172615.0,1853545.1,1854378.8,1850369.6,1931956.0,14.431,60.153336,63.425272623697914,-1.9702726602554321,-4.812428
"[-151483.   -157910.   -165528.25 -171938.75 -157396.   -140427.25
 -125422.5  -110742.75 -113653.75 -127314.75 -141411.5  -156526.25
 -173806.   -191499.25 -156556.  ]",-149441.06666666668,4.0,11081005.0,"[513.00745 525.31976 442.2649  386.141   507.61572 439.75806 438.71512
 451.94308 455.6845  466.73532 471.70087 465.92218 468.6009  464.1021
 106.16265]",440.24493,-4.4987793,-357.93945,"[0.28124702 0.28124702 0.32594293 0.32594293 0.32594293 0.32594293
 0.32594293 0.32594293 0.32594293 0.32594293 0.32594293 0.32594293
 0.32594293 0.32594293 0.32594293]",0.3199835,"[0.9172249 0.9172249 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796
 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796
 1.0157796]",1.0026389,"[2771406.2 2764071.5 2756453.2 2750042.8 2763677.8 2779738.8 2794743.5
 2808515.5 2805604.5 2791943.5 2776938.8 2761824.  2743690.  2725089.
 2760032.2]",41553771.25,97830,2,882,-18134.0,-18601.0,34943.25,53544.25,2760032.2,2794743.5,2808515.5,2779738.8,2770251.2,11.509,21.956518,-8.694049835205078,3.5847561359405518,-10.091041
"[-151483.   -157910.   -165528.25 -171938.75 -157396.   -140427.25
 -125422.5  -110742.75 -113653.75 -127314.75 -141411.5  -156526.25
 -173806.   -191499.25 -156556.  ]",-149441.06666666668,9.0,24932262.0,"[513.00745 525.31976 442.2649  386.141   507.61572 439.75806 438.71512
 451.94308 455.6845  466.73532 471.70087 465.92218 468.6009  464.1021
 106.16265]",440.24493,-4.4987793,-357.93945,"[0.28124702 0.28124702 0.32594293 0.32594293 0.32594293 0.32594293
 0.32594293 0.32594293 0.32594293 0.32594293 0.32594293 0.32594293
 0.32594293 0.32594293 0.32594293]",0.3199835,"[0.9172249 0.9172249 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796
 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796 1.0157796
 1.0157796]",1.0026389,"[2771406.2 2764071.5 2756453.2 2750042.8 2763677.8 2779738.8 2794743.5
 2808515.5 2805604.5 2791943.5 2776938.8 2761824.  2743690.  2725089.
 2760032.2]",41553771.25,97830,2,883,-18134.0,-18601.0,34943.25,53544.25,2760032.2,2794743.5,2808515.5,2779738.8,2770251.2,11.509,21.956518,-8.694049835205078,3.5847561359405518,-10.091041
"[-17213.5  -15870.   -17268.75 -15518.75 -17263.5  -15284.25 -13562.5
 -15244.5  -15569.25 -13411.   -14182.75 -15470.25 -21314.75 -40876.25
 105424.75]",-9508.35,0.0,0.0,"[856.4431   840.95496  828.9146   812.7901   796.4641   790.85065
 769.24646  750.3711   739.3033   724.88574  731.3721   718.21436
 704.75635  695.6346    16.861187]",718.4708,-9.121765,-678.7734,"[0.24274805 0.24274805 0.24274805 0.24274805 0.24274805 0.24274805
 0.24274805 0.24274805 0.24274805 0.24274805 0.24274805 0.24274805
 0.24274805 0.24274805 0.24274805]",0.24274804,"[1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097
 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097
 1.2364097]",1.2364099,"[2315181.2 2315617.  2314218.2 2315113.8 2313369.  2315348.2 2316162.2
 2313572.5 2313247.8 2314498.2 2313726.5 2312439.  2305686.8 2286125.2
 2431518.2]",34795824.0,97832,2,884,-6752.25,-19561.5,145393.0,164954.5,2431518.2,2316162.2,2313572.5,2315348.2,2319721.5,14.639,62.636864,-2.4233202934265137,-1.3024911880493164,-1.6711206
"[-17213.5  -15870.   -17268.75 -15518.75 -17263.5  -15284.25 -13562.5
 -15244.5  -15569.25 -13411.   -14182.75 -15470.25 -21314.75 -40876.25
 105424.75]",-9508.35,5.0,11598607.0,"[856.4431   840.95496  828.9146   812.7901   796.4641   790.85065
 769.24646  750.3711   739.3033   724.88574  731.3721   718.21436
 704.75635  695.6346    16.861187]",718.4708,-9.121765,-678.7734,"[0.24274805 0.24274805 0.24274805 0.24274805 0.24274805 0.24274805
 0.24274805 0.24274805 0.24274805 0.24274805 0.24274805 0.24274805
 0.24274805 0.24274805 0.24274805]",0.24274804,"[1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097
 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097 1.2364097
 1.2364097]",1.2364099,"[2315181.2 2315617.  2314218.2 2315113.8 2313369.  2315348.2 2316162.2
 2313572.5 2313247.8 2314498.2 2313726.5 2312439.  2305686.8 2286125.2
 2431518.2]",34795824.0,97832,2,885,-6752.25,-19561.5,145393.0,164954.5,2431518.2,2316162.2,2313572.5,2315348.2,2319721.5,14.639,62.636864,-2.4233202934265137,-1.3024911880493164,-1.6711206
"[ 52352.5   50786.5   47994.    46578.    47321.    46273.5   46049.
  45138.    41766.    40423.5   37620.5   30484.5   21472.   -22155.5
 302242.25]",55623.05,2.0,7337069.0,"[1941.0697  1982.1993  2009.5771  2006.4402  2000.3665  2011.9368
 1998.0475  1998.5132  1981.4714  1947.9131  1968.205   1965.2136
 1902.4822  1933.6588    55.02127]",1846.8077,31.176636,-1878.6376,"[0.32261643 0.32261643 0.32261643 0.32261643 0.32261643 0.32261643
 0.32261643 0.32261643 0.32261643 0.32261643 0.32261643 0.32261643
 0.32261643 0.32261643 0.32261643]",0.32261643,"[0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425
 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425
 0.9530425]",0.95304275,"[3668395.2 3666829.2 3663121.2 3660789.8 3661532.8 3659627.  3659402.5
 3658491.5 3654203.8 3652861.2 3649142.8 3641091.2 3632078.8 3588451.2
 3911990.8]",55028009.0,97835,2,886,-9012.5,-43627.5,323539.5,367167.0,3911990.8,3659402.5,3658491.5,3659627.0,3668534.5,11.477,110.18994,-5.835212707519531,2.436781167984009,6.4652147
"[ 52352.5   50786.5   47994.    46578.    47321.    46273.5   46049.
  45138.    41766.    40423.5   37620.5   30484.5   21472.   -22155.5
 302242.25]",55623.05,7.0,25679740.0,"[1941.0697  1982.1993  2009.5771  2006.4402  2000.3665  2011.9368
 1998.0475  1998.5132  1981.4714  1947.9131  1968.205   1965.2136
 1902.4822  1933.6588    55.02127]",1846.8077,31.176636,-1878.6376,"[0.32261643 0.32261643 0.32261643 0.32261643 0.32261643 0.32261643
 0.32261643 0.32261643 0.32261643 0.32261643 0.32261643 0.32261643
 0.32261643 0.32261643 0.32261643]",0.32261643,"[0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425
 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425 0.9530425
 0.9530425]",0.95304275,"[3668395.2 3666829.2 3663121.2 3660789.8 3661532.8 3659627.  3659402.5
 3658491.5 3654203.8 3652861.2 3649142.8 3641091.2 3632078.8 3588451.2
 3911990.8]",55028009.0,97835,2,887,-9012.5,-43627.5,323539.5,367167.0,3911990.8,3659402.5,3658491.5,3659627.0,3668534.5,11.477,110.18994,-5.835212707519531,2.436781167984009,6.4652147
"[ -84997.    -83370.5   -82321.75  -82403.    -82344.    -80447.75
  -79904.    -80041.5   -82162.    -84887.75  -88740.25  -92553.
 -105940.75 -168693.    214935.  ]",-70924.75,2.0,6452231.0,"[1106.239   1053.4567  1005.135    951.1656   935.03973  886.6855
  849.00946  829.43945  788.98236  766.762    745.8873   727.526
  703.71234  677.2971   141.23055]",811.17114,-26.415222,-536.0666,"[0.38261116 0.38261116 0.38261116 0.38261116 0.38261116 0.38261116
 0.38261116 0.38261116 0.38261116 0.38261116 0.38261116 0.38261116
 0.38261116 0.38261116 0.38261116]",0.38261122,"[1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412
 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412
 1.0783412]",1.0783412,"[3215108.2 3216734.8 3217783.5 3216687.8 3216746.8 3217628.2 3217211.
 3217073.5 3213938.2 3211212.5 3207360.  3202586.  3188183.8 3125431.5
 3508045. ]",48391730.75,97858,2,888,-14402.25,-62752.25,382613.5,445365.75,3508045.0,3217211.0,3217073.5,3217628.2,3226115.5,13.766,112.129944,-7.291062672932942,1.034578561782837,1.5168362
"[ -84997.    -83370.5   -82321.75  -82403.    -82344.    -80447.75
  -79904.    -80041.5   -82162.    -84887.75  -88740.25  -92553.
 -105940.75 -168693.    214935.  ]",-70924.75,7.0,22582808.0,"[1106.239   1053.4567  1005.135    951.1656   935.03973  886.6855
  849.00946  829.43945  788.98236  766.762    745.8873   727.526
  703.71234  677.2971   141.23055]",811.17114,-26.415222,-536.0666,"[0.38261116 0.38261116 0.38261116 0.38261116 0.38261116 0.38261116
 0.38261116 0.38261116 0.38261116 0.38261116 0.38261116 0.38261116
 0.38261116 0.38261116 0.38261116]",0.38261122,"[1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412
 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412 1.0783412
 1.0783412]",1.0783412,"[3215108.2 3216734.8 3217783.5 3216687.8 3216746.8 3217628.2 3217211.
 3217073.5 3213938.2 3211212.5 3207360.  3202586.  3188183.8 3125431.5
 3508045. ]",48391730.75,97858,2,889,-14402.25,-62752.25,382613.5,445365.75,3508045.0,3217211.0,3217073.5,3217628.2,3226115.5,13.766,112.129944,-7.291062672932942,1.034578561782837,1.5168362
"[ 9.6525000e+02  1.5775000e+02  2.1165000e+03  2.8910000e+03
  1.8710000e+03 -1.5942500e+03  2.9047500e+03  3.1537500e+03
  2.4310000e+03  1.7585000e+03  3.5115000e+03  5.8747500e+03
  4.0127500e+03  8.4982500e+03  2.8338725e+05]",21462.65,2.0,5923888.5,"[1209.4739  1202.1008  1186.4613  1184.7455  1175.2319  1181.0073
 1183.2739  1179.9716  1163.1794  1148.4263  1139.1718  1143.7346
 1116.0474  1111.9695   726.13965]",1136.7289,-4.077881,-385.82983,"[0.26015875 0.26015875 0.26015875 0.26015875 0.26015875 0.26015875
 0.26015875 0.26015875 0.26015875 0.26015875 0.26015875 0.26015875
 0.26015875 0.26015875 0.26015875]",0.26015875,"[1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968
 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968
 1.1895968]",1.1895968,"[2944658.8 2943851.2 2944882.5 2945657.  2943709.2 2939374.2 2943873.2
 2943194.8 2942472.  2941799.5 2942682.8 2944118.5 2942256.5 2945872.2
 3220761.2]",44429163.75,97927,2,890,-1862.0,3615.75,274889.0,271273.25,3220761.2,2943873.2,2943194.8,2939374.2,2961944.2,15.913,119.42495,1.5028409957885742,-1.3539738655090332,-1.8324007
"[ 9.6525000e+02  1.5775000e+02  2.1165000e+03  2.8910000e+03
  1.8710000e+03 -1.5942500e+03  2.9047500e+03  3.1537500e+03
  2.4310000e+03  1.7585000e+03  3.5115000e+03  5.8747500e+03
  4.0127500e+03  8.4982500e+03  2.8338725e+05]",21462.65,7.0,20733610.0,"[1209.4739  1202.1008  1186.4613  1184.7455  1175.2319  1181.0073
 1183.2739  1179.9716  1163.1794  1148.4263  1139.1718  1143.7346
 1116.0474  1111.9695   726.13965]",1136.7289,-4.077881,-385.82983,"[0.26015875 0.26015875 0.26015875 0.26015875 0.26015875 0.26015875
 0.26015875 0.26015875 0.26015875 0.26015875 0.26015875 0.26015875
 0.26015875 0.26015875 0.26015875]",0.26015875,"[1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968
 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968 1.1895968
 1.1895968]",1.1895968,"[2944658.8 2943851.2 2944882.5 2945657.  2943709.2 2939374.2 2943873.2
 2943194.8 2942472.  2941799.5 2942682.8 2944118.5 2942256.5 2945872.2
 3220761.2]",44429163.75,97927,2,891,-1862.0,3615.75,274889.0,271273.25,3220761.2,2943873.2,2943194.8,2939374.2,2961944.2,15.913,119.42495,1.5028409957885742,-1.3539738655090332,-1.8324007
"[3499958.5  3497569.5  3497465.   3495558.   3492281.75 3488808.
 3482283.25 3474756.25 3468031.   3457501.25 3449161.75 3439834.75
 3420673.5  3434070.75 3838216.  ]",3495744.6166666667,4.0,13982978.0,"[780.9255  776.8752  772.254   761.9278  751.5131  739.4134  736.7007
 726.813   715.0697  661.58344 689.3459  699.19806 721.4826  733.06134
  17.74732]",685.59406,11.578735,-715.314,"[0.358632   0.358632   0.358632   0.34300947 0.34300947 0.34300947
 0.34300947 0.34300947 0.34300947 0.34300947 0.34300947 0.34300947
 0.34300947 0.34300947 0.34300947]",0.34613398,"[1.1621805 1.1621805 1.1621805 1.1532838 1.1532838 1.1532838 1.1532838
 1.1532838 1.1532838 1.1532838 1.1532838 1.1532838 1.1532838 1.1532838
 1.1532838]",1.1550633,"[3499958.5 3497569.5 3497465.  3495558.  3492281.8 3488808.  3482283.2
 3474756.2 3468031.  3457501.2 3449161.8 3439834.8 3420673.5 3434070.8
 3838216. ]",52436169.25,97943,2,892,-19161.25,13397.25,404145.25,390748.0,3838216.0,3482283.2,3474756.2,3488808.0,3495744.5,12.805,128.86249,-5.108893712361653,-4.522190093994141,-1.0383263
"[3499958.5  3497569.5  3497465.   3495558.   3492281.75 3488808.
 3482283.25 3474756.25 3468031.   3457501.25 3449161.75 3439834.75
 3420673.5  3434070.75 3838216.  ]",3495744.6166666667,9.0,31461700.0,"[780.9255  776.8752  772.254   761.9278  751.5131  739.4134  736.7007
 726.813   715.0697  661.58344 689.3459  699.19806 721.4826  733.06134
  17.74732]",685.59406,11.578735,-715.314,"[0.358632   0.358632   0.358632   0.34300947 0.34300947 0.34300947
 0.34300947 0.34300947 0.34300947 0.34300947 0.34300947 0.34300947
 0.34300947 0.34300947 0.34300947]",0.34613398,"[1.1621805 1.1621805 1.1621805 1.1532838 1.1532838 1.1532838 1.1532838
 1.1532838 1.1532838 1.1532838 1.1532838 1.1532838 1.1532838 1.1532838
 1.1532838]",1.1550633,"[3499958.5 3497569.5 3497465.  3495558.  3492281.8 3488808.  3482283.2
 3474756.2 3468031.  3457501.2 3449161.8 3439834.8 3420673.5 3434070.8
 3838216. ]",52436169.25,97943,2,893,-19161.25,13397.25,404145.25,390748.0,3838216.0,3482283.2,3474756.2,3488808.0,3495744.5,12.805,128.86249,-5.108893712361653,-4.522190093994141,-1.0383263
