distances,distance_mean,minor_events,instability_x_current,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[-157840.5   -156464.875 -159540.875 -161678.75  -165783.    -170929.5
 -177416.75  -183375.5   -189876.625 -195884.875 -198489.5   -199762.875
 -199087.625 -186228.5   -184714.375]",-179138.275,5.0,8779973.0,"[1262.6191 1215.158  1257.0157 1248.8168 1260.0085 1263.6028 1260.7711
 1249.5175 1200.1003 1211.3082 1207.9617 1189.4934 1151.4606 1198.8793
 1152.629 ]",1221.9563,47.4187,-46.250244,"[0.37305468 0.37305468 0.37305468 0.37305468 0.37305468 0.37305468
 0.37305468 0.37305468 0.37305468 0.37305468 0.36535498 0.36535498
 0.36535498 0.36535498 0.36535498]",0.37048814,"[1.2749565 1.2749565 1.2749565 1.2749565 1.2749565 1.2749565 1.2749565
 1.2749565 1.2749565 1.2749565 1.3397747 1.3397747 1.3397747 1.3397747
 1.3397747]",1.2965627,"[1780893.6 1781353.6 1777407.9 1775270.  1770250.2 1765103.8 1758616.5
 1751742.1 1744371.2 1738363.  1734842.8 1733569.4 1734244.6 1746188.2
 1747702.4]",26339919.375,96996,1,698,675.25,11943.625,1514.125,-10429.5,1747702.4,1758616.5,1751742.1,1765103.8,1755994.5,17.242,-1.2086005,-5.421337127685547,-7.766960144042969,-2.99735
"[-199087.625 -186228.5   -184714.375 -185124.5   -186709.25  -191365.125
 -196420.    -204102.625 -209482.75  -214561.25  -221062.625 -225518.5
 -229273.625 -222159.625 -219288.   ]",-205006.55833333332,6.0,10348421.0,"[1151.4606 1198.8793 1152.629  1183.609  1195.2893 1210.414  1212.1667
 1206.7163 1201.6248 1184.5918 1170.9315 1181.0363 1142.6271 1029.03
 1118.8783]",1169.3257,-113.597046,89.84827,"[0.36535498 0.36535498 0.36535498 0.36535498 0.36535498 0.36535498
 0.36535498 0.36535498 0.36535498 0.36535498 0.36535498 0.36535498
 0.35953346 0.35953346 0.35953346]",0.36419064,"[1.3397747 1.3397747 1.3397747 1.3397747 1.3397747 1.3397747 1.3397747
 1.3397747 1.3397747 1.3397747 1.3397747 1.3397747 1.3780602 1.3780602
 1.3780602]",1.3474317,"[1734244.6 1746188.2 1747702.4 1746422.5 1743922.1 1739266.2 1733341.6
 1725659.  1720278.9 1714284.9 1706867.9 1702412.  1697787.1 1704901.1
 1707772.8]",25871051.375,96996,1,699,-4624.875,7114.0,2871.625,-4242.375,1707772.8,1733341.6,1725659.0,1739266.2,1724736.8,17.254,-3.2349393,-7.593405405680339,-6.9523091316223145,-1.2086005
"[ -46592.25   -63078.     -89258.875 -115489.875 -144703.625 -180013.5
 -208753.375 -241700.5   -263928.125 -290366.625 -307047.    -323841.5
 -333045.25  -332906.5   -313351.75 ]",-216938.45,17.0,28879962.0,"[290.02792 322.88916 322.50516 316.3763  313.45828 307.858   298.74088
 292.09927 292.5125  287.52667 268.85193 235.37187 183.51709 160.88187
 134.93637]",268.50354,-22.635223,-25.945496,"[0.36902684 0.36902684 0.36902684 0.36902684 0.36902684 0.36902684
 0.36902684 0.36902684 0.00742621 0.00742621 0.00742621 0.00742621
 0.00742621 0.00742621 0.00742621]",0.2002799,"[1.3975863  1.3975863  1.3975863  1.3975863  1.3975863  1.3975863
 1.3975863  1.3975863  0.88889176 0.88889176 0.88889176 0.88889176
 0.88889176 0.88889176 0.88889176]",1.1601957,"[1872365.9 1854964.5 1828783.6 1801637.1 1772423.4 1737113.5 1707503.9
 1673641.1 1651413.5 1624059.5 1607379.1 1590584.6 1580511.1 1580649.9
 1599289. ]",25482319.75,96996,1,700,-10073.5,138.75,18639.125,18500.375,1599289.0,1707503.9,1673641.1,1737113.5,1698821.4,17.285,-16.965368,-20.7293701171875,-13.874663352966309,9.303998
"[-307047.    -323841.5   -333045.25  -332906.5   -313351.75  -317619.125
 -337523.875 -358648.25  -378473.75  -396420.75  -426828.5   -463270.125
 -504676.25  -526013.5   -513252.25 ]",-388861.225,18.0,27403200.0,"[268.85193  235.37187  183.51709  160.88187  134.93637   66.863396
  73.99809   73.49302   72.59265   50.67214   32.090504  34.90846
  21.727768  23.768583  36.62066 ]",98.01962,2.0408154,12.852076,"[0.00742621 0.00742621 0.00742621 0.00742621 0.00742621 0.00742621
 0.00742621 0.00742621 0.00742621 0.00742621 0.00742621 0.00742621
 0.00742621 0.00742621 0.00742621]",0.00742621,"[0.88889176 0.88889176 0.88889176 0.88889176 0.88889176 0.88889176
 0.88889176 0.88889176 0.88889176 0.88889176 0.88889176 0.88889176
 0.88889176 0.88889176 0.88889176]",0.88889194,"[1607379.1 1590584.6 1580511.1 1580649.9 1599289.  1594106.1 1574201.4
 1552207.1 1532381.6 1514434.6 1483111.4 1445754.2 1404348.1 1382141.
 1394902.2]",22836001.625,96996,1,701,-41406.125,-22207.125,12761.25,34968.375,1394902.2,1574201.4,1552207.1,1594106.1,1522400.1,17.295,-28.25071,-37.1399180094401,-24.401031494140625,-22.917763
"[-28530.25 -28854.25 -30865.25 -32971.25 -29657.   -32383.5  -29192.5
 -27730.5  -25840.75 -25640.75 -25352.25 -24861.75 -23186.25 -27307.75
 -20043.5 ]",-27494.5,0.0,0.0,"[3370.1704 3334.6702 3330.1597 3287.2812 3293.7373 3303.4568 3377.728
 3368.5317 3335.4885 3220.6467 3084.709  2802.1145 2691.0957 2694.8994
 2683.8247]",3145.2341,3.803711,-11.074707,"[0.35625803 0.35625803 0.35625803 0.35625803 0.35625803 0.35625803
 0.35625803 0.35625803 0.35625803 0.35625803 0.35423285 0.35423285
 0.35423285 0.35423285 0.35423285]",0.35558292,"[1.1321658 1.1321658 1.1321658 1.1321658 1.1321658 1.1321658 1.1321658
 1.1321658 1.1321658 1.1321658 1.1455964 1.1455964 1.1455964 1.1455964
 1.1455964]",1.1366427,"[2848648.  2847454.2 2845443.2 2842421.8 2844820.2 2842093.8 2844415.
 2845877.  2847766.8 2847051.2 2846424.2 2846914.8 2847720.5 2843599.
 2850863.2]",42691513.0,97396,1,702,805.75,-4121.5,7264.25,11385.75,2850863.2,2844415.0,2845877.0,2842093.8,2846100.8,11.032,3.072993,-0.9283633232116699,-0.4577670097351074,-1.0709844
"[-25352.25 -24861.75 -23186.25 -27307.75 -20043.5  -25551.5  -21603.
 -22079.   -20880.5  -17599.   -14543.25 -12890.75  -6905.25    487.5
   2775.25]",-17302.733333333334,1.0,2851736.2,"[3084.709  2802.1145 2691.0957 2694.8994 2683.8247 2678.6746 2704.4666
 2663.5999 2627.6802 2603.761  2606.862  2592.7185 2596.696  2573.0786
 2583.0566]",2679.149,-23.617432,9.978027,"[0.35423285 0.35423285 0.35423285 0.35423285 0.35423285 0.35423285
 0.35423285 0.35423285 0.35423285 0.35423285 0.35423285 0.35423285
 0.35423285 0.35423285 0.3511077 ]",0.35402447,"[1.1455964 1.1455964 1.1455964 1.1455964 1.1455964 1.1455964 1.1455964
 1.1455964 1.1455964 1.1455964 1.1455964 1.1455964 1.1455964 1.1455964
 1.0368145]",1.1383442,"[2846424.2 2846914.8 2847720.5 2843599.  2850863.2 2844439.5 2848388.
 2847042.2 2847325.2 2850606.8 2852747.  2854399.5 2860385.  2866908.
 2868280.2]",42776043.25,97396,1,703,5985.5,6523.0,1372.25,-5150.75,2868280.2,2848388.0,2847042.2,2844439.5,2851736.2,11.042,5.1599727,2.1721760431925454,0.6746936440467834,0.72142935
"[-20043.5  -25551.5  -21603.   -22079.   -20880.5  -17599.   -14543.25
 -12890.75  -6905.25    487.5    2775.25  -1647.25    566.5   -2645.5
   2588.5 ]",-10664.716666666667,2.0,5713269.0,"[2683.8247 2678.6746 2704.4666 2663.5999 2627.6802 2603.761  2606.862
 2592.7185 2596.696  2573.0786 2583.0566 2589.9978 2603.5083 2522.5825
 2432.1125]",2604.1746,-80.92578,-90.46997,"[0.35423285 0.35423285 0.35423285 0.35423285 0.35423285 0.35423285
 0.35423285 0.35423285 0.35423285 0.35423285 0.3511077  0.3511077
 0.3511077  0.3511077  0.3511077 ]",0.35319108,"[1.1455964 1.1455964 1.1455964 1.1455964 1.1455964 1.1455964 1.1455964
 1.1455964 1.1455964 1.1455964 1.0368145 1.0368145 1.0368145 1.0368145
 1.0368145]",1.1093358,"[2850863.2 2844439.5 2848388.  2847042.2 2847325.2 2850606.8 2852747.
 2854399.5 2860385.  2866908.  2868280.2 2863857.8 2865155.8 2861943.8
 2867177.8]",42849519.75,97396,1,704,1298.0,-3212.0,5234.0,8446.0,2867177.8,2852747.0,2854399.5,2850606.8,2856634.5,11.046,2.714777,3.0753250122070312,0.954268753528595,2.8760567
"[-115355.75 -118684.75 -124132.75 -123523.25 -123703.25 -126978.25
 -130677.5  -123923.75 -106414.25  -71916.    -58606.    -51065.5
  -48515.    -44523.5   -43296.  ]",-94087.7,0.0,0.0,"[458.92935 455.25668 452.41562 456.70325 447.7507  447.4264  441.134
 437.1793  438.42676 384.87726 387.1803  398.94193 391.99506 388.8887
 382.69662]",424.65347,-3.1063538,-6.1920776,"[0.30356228 0.30356228 0.30356228 0.30356228 0.30356228 0.30356228
 0.30356228 0.30356228 0.30356228 0.30356228 0.30356228 0.30356228
 0.26728755 0.26728755 0.26728755]",0.2963073,"[0.9852492  0.9852492  0.9852492  0.9852492  0.9852492  0.9852492
 0.9852492  0.9852492  0.9852492  0.9852492  0.9852492  0.9852492
 0.81068903 0.81068903 0.81068903]",0.95033723,"[2488300.2 2484193.2 2478745.2 2479354.8 2478350.8 2475075.8 2470598.2
 2476528.  2494037.5 2527757.5 2541067.5 2548608.  2550334.5 2553547.8
 2554775.2]",37601274.25,97399,1,705,1726.5,3213.25,1227.5,-1985.75,2554775.2,2470598.2,2476528.0,2475075.8,2506751.8,12.203,7.823781,12.035629272460938,-1.3234812021255493,-6.647827
"[ 2832.25   2388.625  3393.875  2753.125  3067.125   536.625 -1634.75
 -2683.125  6702.625 10272.875 12684.    17226.    25299.    29364.625
 31014.75 ]",9547.841666666667,0.0,0.0,"[1172.595   1170.7405  1179.8671  1200.6874  1204.5469  1204.2598
 1102.5892  1060.1097  1033.7201   863.5428   806.73773  825.21173
  829.4924   846.1725   848.93475]",1023.28046,16.680115,2.762268,"[0.34153858 0.34153858 0.34153858 0.34153858 0.34153858 0.34153858
 0.34153858 0.34153858 0.34153858 0.34153858 0.34153858 0.34153858
 0.34153858 0.34153858 0.34153858]",0.34153855,"[1.0674329 1.0674329 1.0674329 1.0674329 1.0674329 1.0674329 1.0674329
 1.0674329 1.0674329 1.0674329 1.0674329 1.0674329 1.0674329 1.0674329
 1.0674329]",1.0674326,"[1876104.1 1875660.5 1875750.2 1875109.5 1875423.5 1872023.1 1869851.8
 1867887.9 1876358.1 1879928.4 1881469.6 1886011.6 1894084.6 1897234.8
 1897969.2]",28200867.0,97405,1,706,8073.0,3150.125,734.5,-2415.625,1897969.2,1869851.8,1867887.9,1872023.1,1880057.8,17.75,6.5791793,5.102884928385417,0.8097342252731323,0.68077624
"[ -78309.75   -80513.5    -85170.125  -87346.875  -92002.75   -97739.25
 -100752.75  -103150.5   -107661.5   -107299.    -103365.875  -91609.125
  -84639.25   -78361.875  -73705.375]",-91441.83333333333,1.0,1750270.9,"[1055.5685  1050.5294  1057.3313  1056.6224  1065.9961  1071.1536
 1072.5992  1075.9266  1083.1355  1077.7423  1072.1453   657.2736
  478.17975  539.699    595.12604]",933.9353,61.519226,55.427063,"[0.40450934 0.40450934 0.40450934 0.40450934 0.40450934 0.40450934
 0.40450934 0.40450934 0.40450934 0.40450934 0.40450934 0.40450934
 0.40450934 0.40450934 0.40450934]",0.40450943,"[1.1851548 1.1851548 1.1851548 1.1851548 1.1851548 1.1851548 1.1851548
 1.1851548 1.1851548 1.1851548 1.1851548 1.1851548 1.1851548 1.1851548
 1.1851548]",1.1851547,"[1766167.9 1763964.1 1758392.  1756215.2 1751559.4 1744953.1 1741024.
 1738626.2 1733199.8 1733562.2 1737495.4 1748382.4 1755352.2 1760714.
 1764455. ]",26254063.0,97405,1,707,6969.875,5361.75,3741.0,-1620.75,1764455.0,1741024.0,1738626.2,1744953.1,1750270.9,17.814,6.604509,0.9894562562306722,-5.920897960662842,-4.736119
"[-121748.375 -130603.625 -132592.    -137137.    -141521.125 -144098.25
 -147755.75  -152032.25  -154629.5   -157996.625 -162721.25  -162529.375
 -155518.375 -148058.5   -145842.625]",-146318.975,2.0,3355855.8,"[905.73895 895.2716  912.4     900.0295  913.3516  919.0611  939.99585
 949.51166 957.1243  965.68854 957.1243  963.7854  961.8822  966.64014
 955.2211 ]",937.5216,4.7579346,-11.419006,"[0.4031614  0.4031614  0.4031614  0.4031614  0.4031614  0.4031614
 0.40727368 0.40727368 0.40727368 0.40727368 0.40727368 0.40727368
 0.40727368 0.40727368 0.40727368]",0.4056288,"[1.2040287 1.2040287 1.2040287 1.2040287 1.2040287 1.2040287 1.2528713
 1.2528713 1.2528713 1.2528713 1.2528713 1.2528713 1.2528713 1.2528713
 1.2528713]",1.2333343,"[1705608.4 1696753.1 1693895.  1688434.5 1684050.4 1681473.2 1676900.1
 1672623.6 1669156.6 1664874.  1660149.4 1659425.6 1666436.6 1673896.5
 1675242.6]",25168919.75,97405,1,708,7011.0,7459.875,1346.125,-6113.75,1675242.6,1676900.1,1672623.6,1681473.2,1677927.9,17.853,-0.7297575,-5.5761763254801435,-6.995380401611328,-6.2482915
"[-194633.875 -197315.5   -198876.25  -204381.5   -207824.    -208672.625
 -209616.5   -213005.5   -214185.125 -217754.75  -222033.125 -223607.75
 -226636.75  -228122.125 -223503.375]",-212677.91666666666,3.0,4769776.0,"[1118.893  1135.0698 1135.0698 1142.6825 1148.392  1124.6024 1133.1666
 1137.9246 1112.2319 1144.5857 1148.392  1163.6173 1188.3584 1172.1815
 1194.0679]",1146.6157,-16.17688,21.886353,"[0.36351377 0.36351377 0.36351377 0.36351377 0.36351377 0.36351377
 0.36351377 0.36351377 0.36351377 0.36351377 0.36351377 0.36351377
 0.36351377 0.36351377 0.3813006 ]",0.36469954,"[1.2356364 1.2356364 1.2356364 1.2356364 1.2356364 1.2356364 1.2356364
 1.2356364 1.2356364 1.2356364 1.2356364 1.2356364 1.2356364 1.2356364
 1.3801397]",1.24527,"[1611161.6 1608480.  1606003.6 1599582.9 1596140.4 1594422.  1593478.1
 1590089.1 1587993.9 1583508.8 1579230.4 1576785.9 1573756.9 1572271.5
 1575974.8]",23848879.75,97405,1,709,-3029.0,-1485.375,3703.25,5188.625,1575974.8,1593478.1,1590089.1,1594422.0,1589925.4,17.901,-3.8677337,-7.316717783610026,-7.386751174926758,-7.803782
"[-227622.875 -226344.125 -225947.375 -230773.125 -233687.25  -235155.875
 -237326.125 -231744.125 -226248.5   -217555.75  -215897.    -212685.625
 -210398.5   -209669.375 -204970.375]",-223068.4,4.0,6289317.5,"[1044.6697 1232.1311 1205.4868 1213.0995 1208.3416 1183.6005 1176.9393
 1231.1794 1180.7457 1178.8425 1182.6489 1171.2299 1147.4404 1165.5204
 1199.7773]",1181.4435,18.079956,34.256958,"[0.3813006 0.3813006 0.3813006 0.3813006 0.3813006 0.3813006 0.3813006
 0.3813006 0.3813006 0.3813006 0.3813006 0.3813006 0.3813006 0.3813006
 0.3813006]",0.38130057,"[1.3801397 1.3801397 1.3801397 1.3801397 1.3801397 1.3801397 1.3801397
 1.3801397 1.3801397 1.3801397 1.3801397 1.3801397 1.3801397 1.3801397
 1.3801397]",1.3801398,"[1570939.8 1571348.6 1571745.4 1566004.1 1563090.  1561621.4 1558535.5
 1563247.8 1568743.4 1576520.6 1578179.4 1581390.8 1582762.2 1583491.4
 1587320.6]",23584940.875,97405,1,710,1371.5,729.125,3829.25,3100.125,1587320.6,1558535.5,1563247.8,1561621.4,1572329.4,17.917,0.1806131,0.43086520830790204,-4.787098407745361,-5.779442
"[-251586.25  -252059.375 -253580.375 -254412.    -255892.375 -259520.125
 -260846.5   -260921.125 -255807.875 -254791.75  -253996.375 -251243.5
 -248715.    -246725.5   -244181.375]",-253618.63333333333,5.0,7587676.5,"[1410.0765 1379.626  1408.1735 1385.3354 1410.0765 1400.5608 1423.3987
 1373.9165 1200.7289 1295.887  1232.1311 1220.712  1228.3247 1209.2931
 1181.6973]",1317.3292,-19.031616,-27.595825,"[0.3194959 0.3194959 0.3194959 0.3194959 0.3194959 0.3194959 0.3194959
 0.3194959 0.3194959 0.3194959 0.3194959 0.3194959 0.3194959 0.3194959
 0.3194959]",0.31949586,"[1.4195635 1.4195635 1.4195635 1.4195635 1.4195635 1.4195635 1.4195635
 1.4195635 1.4195635 1.4195635 1.4195635 1.4195635 1.4195635 1.4195635
 1.4195635]",1.4195634,"[1522668.4 1522195.2 1519804.4 1518057.2 1516576.9 1512949.1 1510707.2
 1510632.6 1514876.  1514976.6 1515772.  1517655.1 1520183.6 1522173.1
 1523801.6]",22763029.25,97405,1,711,2528.5,1989.5,1628.5,-361.0,1523801.6,1510707.2,1510632.6,1512949.1,1517535.5,17.971,-3.5145144,-3.0363375345865884,-5.59858512878418,-6.2972727
"[-261989.    -263706.125 -263587.5   -262717.625 -261958.    -258278.625
 -259004.875 -256990.    -252198.5   -231997.625 -106556.625  -80746.875
  -67020.375  -54269.375  -45983.5  ]",-195133.64166666666,6.0,9293794.0,"[884.8042  897.17474 782.03204 582.2002  472.76843 497.50952 468.01053
 373.80408 336.69244 352.8693  433.75363 260.566   291.01657 334.44678
 330.41974]",486.53787,43.430206,-4.0270386,"[0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174
 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174 0.2933174
 0.2933174]",0.29331738,"[1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632
 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632 1.4937632
 1.4937632]",1.4937631,"[1485302.5 1483585.4 1482788.4 1483658.2 1483502.4 1486312.  1485585.8
 1486685.  1491476.5 1511677.4 1636202.9 1661142.9 1674869.4 1686704.8
 1694990.6]",23234484.0,97405,1,712,13726.5,11835.375,8285.875,-3549.5,1694990.6,1485585.8,1486685.0,1486312.0,1548965.5,18.031,27.487368,51.4116465250651,-3.752103567123413,-5.1389856
"[-211677.    -220175.125 -230576.625 -242120.25  -252254.375 -265130.375
 -274090.5   -278322.    1443019.75  1428527.5   1450985.25  1468132.5
 1477298.375 1485807.875 1488382.125]",551187.1416666667,12.0,17697446.0,"[463.64172 463.6224  481.85437 483.09464 493.05295 490.0014  500.59018
 494.18802 485.94037 489.3112  427.30588 295.30832 329.3803  376.87283
 382.3687 ]",443.76886,47.492523,5.49588,"[0.15165196 0.15165196 0.15165196 0.15165196 0.15165196 0.15165196
 0.15165196 0.15165196 0.15165196 0.15165196 0.15165196 0.15165196
 0.15165196 0.15165196 0.15165196]",0.15165195,"[1.0673622 1.0673622 1.0673622 1.0673622 1.0673622 1.0673622 1.0673622
 1.0673622 1.0673622 1.0673622 1.0673622 1.0673622 1.0673622 1.0673622
 1.0673622]",1.0673621,"[1522110.  1512696.4 1501379.2 1489835.6 1478831.8 1465955.8 1456995.6
 1451848.6 1443019.8 1428527.5 1450985.2 1468132.5 1477298.4 1485807.9
 1488382.1]",22121806.375,97405,1,713,9165.875,8509.5,2574.25,-5935.25,1488382.1,1456995.6,1451848.6,1465955.8,1474787.2,18.062,-0.1572825,-3.5136340459187827,-15.43488597869873,-14.995781
"[1429797.75  1428923.125 1427299.375 1421412.875 1419718.625 1418648.625
 1413581.25  1406138.5   1403128.375 1396096.625 1391989.375 1397631.125
 1410806.5   1419659.125 1424231.75 ]",1413937.5333333334,13.0,18381188.0,"[463.7679  470.64807 452.67496 462.53397 462.26883 455.07672 462.4013
 462.93198 471.41763 466.3288  470.36276 457.3385  373.19904 381.44623
 399.55267]",447.4633,8.247192,18.106445,"[0.32010603 0.32010603 0.32010603 0.32010603 0.32010603 0.32010603
 0.32010603 0.32010603 0.32010603 0.32010603 0.32010603 0.32010603
 0.32010603 0.32010603 0.32010603]",0.32010603,"[1.1390477 1.1390477 1.1390477 1.1390477 1.1390477 1.1390477 1.1390477
 1.1390477 1.1390477 1.1390477 1.1390477 1.1390477 1.1390477 1.1390477
 1.1390477]",1.1390477,"[1429797.8 1428923.1 1427299.4 1421412.9 1419718.6 1418648.6 1413581.2
 1406138.5 1403128.4 1396096.6 1391989.4 1397631.1 1410806.5 1419659.1
 1424231.8]",21209063.0,97405,1,714,13175.375,8852.625,4572.625,-4280.0,1424231.8,1413581.2,1406138.5,1418648.6,1413937.6,18.086,-2.236933,-6.876644134521484,-9.981160163879395,-7.744474
"[1418888.875 1412562.875 1407129.    1401004.125 1394513.25  1392656.125
 1386571.625 1381199.25  1377889.625 1373672.875 1367149.25  1362665.125
 1357920.125 1370992.375 1372677.875]",1385166.1583333334,14.0,19392328.0,"[443.69174 446.9095  458.0029  466.90613 471.52386 475.18585 486.33212
 493.99515 489.09875 493.44446 498.22134 493.29205 494.89716 488.17654
 502.75284]",480.16202,-6.7206116,14.576294,"[0.32010603 0.32010603 0.32010603 0.32010603 0.32010603 0.39713854
 0.39713854 0.39713854 0.39713854 0.39713854 0.39713854 0.39713854
 0.39713854 0.39713854 0.39713854]",0.37146103,"[1.1390477 1.1390477 1.1390477 1.1390477 1.1390477 1.2262057 1.2262057
 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057
 1.2262057]",1.1971531,"[1418888.9 1412562.9 1407129.  1401004.1 1394513.2 1392656.1 1386571.6
 1381199.2 1377889.6 1373672.9 1367149.2 1362665.1 1357920.1 1370992.4
 1372677.9]",20777492.375,97405,1,715,-4745.0,13072.25,1685.5,-11386.75,1372677.9,1386571.6,1381199.2,1392656.1,1385166.2,18.103,-4.662474,-8.75036366780599,-9.793717384338379,-8.313951
"[1366136.    1365607.875 1360925.75  1355980.875 1351117.    1348290.625
 1340339.    1335090.5   1331060.375 1323636.625 1333676.75  1342003.
 1347774.    1348514.875 1349776.375]",1346661.975,15.0,20199930.0,"[477.5878  496.90067 521.75476 523.73126 520.67267 530.3196  530.3196
 541.75055 534.71844 524.3348  516.37354 336.29767 367.47333 412.38278
 450.30676]",485.66162,44.909454,37.92398,"[0.39713854 0.39713854 0.39713854 0.39713854 0.39713854 0.39713854
 0.39713854 0.39713854 0.39713854 0.39713854 0.39713854 0.39713854
 0.39713854 0.39713854 0.39713854]",0.39713857,"[1.2262057 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057
 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057 1.2262057
 1.2262057]",1.2262057,"[1366136.  1365607.9 1360925.8 1355980.9 1351117.  1348290.6 1340339.
 1335090.5 1331060.4 1323636.6 1333676.8 1342003.  1347774.  1348514.9
 1349776.4]",20199929.625,97405,1,716,5771.0,740.875,1261.5,520.625,1349776.4,1340339.0,1335090.5,1348290.6,1346662.0,18.118,-2.8837187,-5.2119598388671875,-10.853453636169434,-7.881424
"[1291959.    1288189.375 1283588.125 1277673.125 1274790.625 1272941.625
 1273474.125 1271625.25  1267449.625 1260240.125 1256502.75  1252008.625
 1254354.75  1263161.125 1263751.   ]",1270113.95,16.0,20321826.0,"[582.94476 556.8842  583.2901  593.7989  577.4119  544.0997  570.7973
 620.8154  600.8649  593.88513 614.8644  622.3752  607.61914 545.97723
 589.9576 ]",587.03906,-61.641907,43.980347,"[0.4089782 0.4089782 0.4089782 0.4089782 0.4089782 0.4089782 0.4089782
 0.4089782 0.4089782 0.4089782 0.4089782 0.4089782 0.4089782 0.4089782
 0.4089782]",0.4089781,"[1.2748169 1.2748169 1.2748169 1.2748169 1.2748169 1.2748169 1.2748169
 1.2748169 1.2748169 1.2748169 1.2748169 1.2748169 1.2748169 1.2748169
 1.2748169]",1.2748168,"[1291959.  1288189.4 1283588.1 1277673.1 1274790.6 1272941.6 1273474.1
 1271625.2 1267449.6 1260240.1 1256502.8 1252008.6 1254354.8 1263161.1
 1263751. ]",19051709.25,97405,1,717,2346.125,8806.375,589.875,-8216.5,1263751.0,1273474.1,1271625.2,1272941.6,1270114.1,18.146,-4.1163163,-8.779350280761719,-8.865015983581543,-9.876437
"[1267449.625 1260240.125 1256502.75  1252008.625 1254354.75  1263161.125
 1263751.    1258604.25  1254934.375 1252043.375 1242052.25  1239599.625
 1233036.375 1230548.625 1230474.125]",1250584.0666666667,17.0,21259930.0,"[600.8649  593.88513 614.8644  622.3752  607.61914 545.97723 589.9576
 603.05475 591.4311  614.1213  613.46375 613.0926  622.8987  601.1574
 616.3106 ]",603.40497,-21.741272,15.153198,"[0.4089782  0.4089782  0.4089782  0.4089782  0.4089782  0.4089782
 0.4089782  0.4089782  0.4089782  0.40931362 0.40931362 0.40931362
 0.40931362 0.40931362 0.40931362]",0.4091124,"[1.2748169 1.2748169 1.2748169 1.2748169 1.2748169 1.2748169 1.2748169
 1.2748169 1.2748169 1.3099182 1.3099182 1.3099182 1.3099182 1.3099182
 1.3099182]",1.2888572,"[1267449.6 1260240.1 1256502.8 1252008.6 1254354.8 1263161.1 1263751.
 1258604.2 1254934.4 1252043.4 1242052.2 1239599.6 1233036.4 1230548.6
 1230474.1]",18758761.0,97405,1,718,-6563.25,-2487.75,-74.5,2413.25,1230474.1,1263751.0,1258604.2,1263161.1,1250584.0,18.154,-7.450896,-10.45102564493815,-5.6064133644104,-10.674509
"[1209358.75  1204571.125 1201578.875 1195922.375 1191795.875 1185718.25
 1179402.125 1175978.5   1170349.625 1168460.    1164352.375 1166629.375
 1275575.5   1294061.75  1297442.5  ]",1205413.1333333333,18.0,21697434.0,"[592.9035  598.38385 592.7975  594.85455 595.96277 585.8178  604.0765
 590.9002  569.0256  529.5238  523.45966 462.89255 415.56805 253.52802
 248.19241]",517.19244,-162.04004,-5.335602,"[0.40931362 0.40931362 0.40931362 0.40931362 0.40931362 0.40931362
 0.40931362 0.40931362 0.40931362 0.40931362 0.40931362 0.40931362
 0.40931362 0.40931362 0.40931362]",0.40931365,"[1.3099182 1.3099182 1.3099182 1.3099182 1.3099182 1.3099182 1.3099182
 1.3099182 1.3099182 1.3099182 1.3099182 1.3099182 1.3099182 1.3099182
 1.3099182]",1.309918,"[1209358.8 1204571.1 1201578.9 1195922.4 1191795.9 1185718.2 1179402.1
 1175978.5 1170349.6 1168460.  1164352.4 1166629.4 1275575.5 1294061.8
 1297442.5]",18081197.0,97405,1,719,108946.125,18486.25,3380.75,-15105.5,1297442.5,1179402.1,1175978.5,1185718.2,1205413.1,18.174,34.89993,7.941291173299153,-11.216497421264648,-9.602858
