distances,distance_mean,minor_events,instability_x_current,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[-241338.1875 -245353.1875 -244814.8125 -247071.125  -245784.0625
 -247853.375  -248682.1875 -250952.5625 -255186.25   -259325.5
 -264235.75   -264806.4375 -260770.4375 -255172.5625 -253236.4375]",-252305.525,15.0,13272256.0,"[716.83124 699.8673  699.8673  709.9318  732.3373  702.0875  702.03107
 756.7431  702.8156  702.8156  764.65045 700.6456  736.67126 549.6951
 572.1148 ]",696.607,-186.97614,22.419678,"[0.43196595 0.43196595 0.43196595 0.43196595 0.43196595 0.43196595
 0.43196595 0.43196595 0.43196595 0.43196595 0.43196595 0.43196595
 0.43196595 0.43196595 0.43196595]",0.4319659,"[1.2823889 1.2823889 1.2823889 1.2823889 1.2823889 1.2823889 1.2823889
 1.2823889 1.2823889 1.2823889 1.2823889 1.2823889 1.2823889 1.2823889
 1.2823889]",1.2823888,"[898436.56 894421.56 894959.94 892703.6  892159.56 890090.25 889261.44
 885205.8  880972.1  876832.9  871922.6  871351.94 873602.56 879200.44
 881136.56]",13272257.875,97469,1,745,2250.625,5597.875,1936.125,-3661.75,881136.56,889261.44,885205.8,890090.25,884817.2,21.349,-1.6068037,-5.809319814046224,-5.27560567855835,-6.2969394
"[-256355.625  -258400.5    -261460.0625 -263973.3125 -265650.
 -268986.6875 -270684.625  -273472.8125 -276226.6875 -275650.5
 -279431.     -276400.3125 -279462.625  -281237.0625 -278550.1875]",-271062.8,16.0,13741573.0,"[568.7541  609.8244  587.3023  636.48096 664.68634 670.47205 703.0167
 703.0167  726.1596  732.6686  737.7311  788.35614 716.0346  801.5206
 801.5206 ]",696.5029,85.48602,0.0,"[0.41470566 0.41470566 0.41470566 0.41470566 0.41470566 0.41470566
 0.41470566 0.41470566 0.41470566 0.41470566 0.41470566 0.41470566
 0.41470566 0.41470566 0.41470566]",0.4147057,"[1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942
 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942
 1.3850942]",1.3850939,"[876186.25 874141.4  871081.8  868568.56 865106.5  861769.8  860071.9
 857283.7  852744.56 853320.75 849540.25 850739.8  847677.5  845903.06
 848589.94]",12882725.75,97469,1,746,-3062.3125,-1774.4375,2686.875,4461.3125,848589.94,860071.9,857283.7,861769.8,858848.3,21.365,-3.3535676,-5.768667221069336,-6.062514305114746,-4.1922927
"[-276400.3125 -279462.625  -281237.0625 -278550.1875 -280195.25
 -281702.3125 -285494.3125 -287700.9375 -289813.5    -292418.6875
 -295727.4375 -297375.0625 -296514.5    -292034.4375 -291624.75  ]",-287083.425,17.0,14242417.0,"[788.35614 716.0346  801.5206  801.5206  697.7975  778.3883  777.0769
 760.56177 750.49036 798.6701  798.6701  753.3602  805.94116 756.73334
 701.27484]",765.75977,-49.207825,-55.458496,"[0.41470566 0.41470566 0.41470566 0.41470566 0.41470566 0.41470566
 0.41470566 0.41470566 0.41470566 0.41470566 0.41470566 0.41470566
 0.41470566 0.41470566 0.41470566]",0.4147057,"[1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942
 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942 1.3850942
 1.3850942]",1.3850939,"[850739.8  847677.5  845903.06 848589.94 846944.9  843652.44 839860.44
 837653.8  833756.   831150.8  827842.06 826194.44 827055.   829703.94
 830113.6 ]",12566837.75,97469,1,747,860.5625,2648.9375,409.6875,-2239.25,830113.6,839860.44,837653.8,843652.44,837789.2,21.376,-3.1566315,-5.476762135823567,-5.304929256439209,-5.383238
"[-317061.875  -317492.5625 -320074.5    -322146.875  -322143.
 -324974.     -327117.75   -325683.125  -326550.375  -327391.375
 -302019.8125 -299513.375  -289853.5625 -280166.8125 -279449.6875]",-312109.24583333335,18.0,14420114.0,"[650.0717  679.48193 689.4544  671.4811  655.54016 655.54016 683.90717
 596.8648  417.1239  304.6567  478.77228 469.22375 469.22375 472.2257
 463.57526]",557.1429,3.0019531,-8.650452,"[0.36043027 0.36043027 0.36043027 0.36043027 0.36043027 0.36043027
 0.36043027 0.36043027 0.36043027 0.36043027 0.36043027 0.36043027
 0.36043027 0.36043027 0.36043027]",0.36043027,"[1.3796624 1.3796624 1.3796624 1.3796624 1.3796624 1.3796624 1.3796624
 1.3796624 1.3796624 1.3796624 1.3796624 1.3796624 1.3796624 1.3796624
 1.3796624]",1.3796622,"[799274.75 798844.06 794476.75 792404.4  792408.25 789577.25 787433.5
 787082.75 786215.5  785374.5  808914.94 811421.4  821081.2  830767.94
 831485.06]",12016762.1875,97469,1,748,9659.8125,9686.75,717.125,-8969.625,831485.06,787433.5,787082.75,789577.25,801117.44,21.402,7.903422,7.697264989217122,-6.59317684173584,-6.137658
"[-282625.5    -285676.875  -291297.1875 -298242.     -302046.1875
 -305225.875  -312449.8125 -318789.3125 -324237.0625 -331036.6875
 -329244.5    -319231.875  -311997.8125 -307034.375  -305019.6875]",-308276.98333333334,19.0,15155285.0,"[467.79388 438.26434 465.45193 465.45193 462.53287 456.79877 442.36282
 438.92877 440.167   435.08557 435.08557 362.18518 212.2353  249.55997
 283.46487]",403.69125,37.32466,33.904907,"[0.36043027 0.36043027 0.26095793 0.26095793 0.26095793 0.26095793
 0.26095793 0.26095793 0.26095793 0.26095793 0.26095793 0.26095793
 0.26095793 0.26095793 0.26095793]",0.2742209,"[1.3796624 1.3796624 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904
 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904
 1.2059904]",1.2291467,"[826524.   823472.6  816066.94 809122.1  805317.94 802138.25 793128.94
 786789.44 781341.7  774542.06 776334.25 784515.75 791749.8  796713.25
 796942.7 ]",11964699.75,97469,1,749,7234.0625,4963.4375,229.4375,-4734.0,796942.7,793128.94,786789.44,802138.25,797646.7,21.418,-0.92203,-3.9148311614990234,-5.796773433685303,-1.397875
"[-308242.5    -312290.125  -317840.1875 -324444.5625 -328372.8125
 -333722.25   -338591.375  -341286.9375 -346278.1875 -351875.75
 -355007.875  -360174.25   -357684.6875 -350838.75   -350188.1875]",-338455.8958333333,20.0,15217273.0,"[297.19485 314.42227 314.42227 325.3296  332.2624  349.44934 354.39795
 351.50137 351.50137 356.46857 353.34732 354.97137 353.4302  284.80338
 324.9536 ]",334.56375,-68.62683,40.150238,"[0.26095793 0.26095793 0.26095793 0.26095793 0.26095793 0.26095793
 0.26095793 0.26095793 0.26095793 0.26095793 0.26095793 0.26095793
 0.26095793 0.26095793 0.33930948]",0.26618138,"[1.2059904 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904
 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904 1.2059904
 1.2390754]",1.2081962,"[793719.9  789672.25 784122.2  777517.8  771804.2  766454.75 761585.6
 757058.94 752067.7  746470.1  743338.   738171.6  738875.94 745721.9
 746372.44]",11412953.3125,97469,1,750,704.3125,6845.9375,650.5625,-6195.375,746372.44,761585.6,757058.94,766454.75,760863.56,21.433,-5.3372545,-8.077249526977539,-7.259129047393799,-4.8540807
"[-35675.875 -37654.375 -39576.125 -39801.75  -39610.75  -40649.875
 -41839.    -41929.5   -42074.625 -41250.625 -42410.125 -40252.375
 -39002.375 -38442.    -37700.375]",-39857.98333333333,0.0,0.0,"[1027.537   1027.537   1041.3177  1041.9368  1043.1938  1048.5759
 1065.0409  1066.4286  1066.4286  1043.2107  1052.9384  1035.6299
 1031.0928   905.38116  828.5706 ]",1021.6546,-125.71161,-76.81055,"[0.33963704 0.33963704 0.33963704 0.33963704 0.33963704 0.33963704
 0.33963704 0.33963704 0.33963704 0.33963704 0.33963704 0.33963704
 0.33963704 0.33963704 0.33963704]",0.33963698,"[1.5447426 1.5447426 1.5447426 1.5447426 1.5447426 1.5447426 1.5447426
 1.5447426 1.5447426 1.5447426 1.5447426 1.5447426 1.5447426 1.5447426
 1.5447426]",1.5447426,"[1241523.8 1239545.2 1237623.5 1237397.9 1235803.5 1234764.4 1233575.2
 1231699.5 1231554.4 1232378.4 1231218.9 1231545.5 1232795.5 1233355.9
 1234097.5]",18518879.0,97470,1,751,1250.0,560.375,741.625,181.25,1234097.5,1233575.2,1231699.5,1234764.4,1234592.0,20.989,0.5138331,-0.4143081506093343,-1.485263705253601,-1.59148
"[-17608.25  -23665.75  -24010.75  -27092.5   -31064.75  -33308.
 -36638.5   -40575.125 -43569.375 -47017.625 -44507.75  -45410.25
 -49238.    -31218.25  -27219.25 ]",-34809.60833333333,6.0,7303237.5,"[914.48846 926.1846  906.18713 925.3933  923.93317 901.6157  896.99
 896.99    885.9972  889.1669  800.1636  402.87592 309.4951  334.3591
 334.3591 ]",749.87994,24.864014,0.0,"[0.28673634 0.28673634 0.28673634 0.28673634 0.28673634 0.28673634
 0.28673634 0.28673634 0.28673634 0.28673634 0.28673634 0.28673634
 0.28673634 0.28673634 0.28673634]",0.28673634,"[1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416
 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416
 1.1485416]",1.1485417,"[1237984.2 1231926.8 1229796.5 1226714.8 1222742.5 1218713.9 1215383.4
 1211446.8 1208452.5 1205004.2 1205728.8 1204826.2 1200998.5 1217187.1
 1221186.1]",18258092.25,97470,1,752,-3827.75,16188.625,3999.0,-12189.625,1221186.1,1215383.4,1211446.8,1218713.9,1217206.1,21.039,8.673499,1.3064598242441814,-5.345341682434082,-3.9986994
"[-36638.5   -40575.125 -43569.375 -47017.625 -44507.75  -45410.25
 -49238.    -31218.25  -27219.25  -27854.625 -28679.25  -27125.
 -24146.5   -23451.    -22063.   ]",-34580.9,7.0,8502753.0,"[896.99    896.99    885.9972  889.1669  800.1636  402.87592 309.4951
 334.3591  334.3591  361.87064 388.83334 451.56088 463.50894 474.53027
 512.8003 ]",560.23346,11.021332,38.27002,"[0.28673634 0.28673634 0.28673634 0.28673634 0.28673634 0.28673634
 0.28673634 0.28673634 0.28673634 0.28673634 0.28673634 0.28673634
 0.28673634 0.28673634 0.28673634]",0.28673634,"[1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416
 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416 1.1485416
 1.1485416]",1.1485417,"[1215383.4 1211446.8 1208452.5 1205004.2 1205728.8 1204826.2 1200998.5
 1217187.1 1221186.1 1220550.8 1219726.1 1219495.1 1222473.6 1223169.1
 1224557.1]",18220185.5,97470,1,753,2978.5,695.5,1388.0,692.5,1224557.1,1200998.5,1217187.1,1204826.2,1214679.2,21.045,3.4602032,2.713226318359375,2.9858570098876953,-5.8720865
"[ -86361.75   -86089.125  -89206.75   -94140.375  -95148.5   -100210.75
 -103172.625 -107295.625 -113438.125 -116139.    -121945.25  -126203.125
 -124587.375 -125061.625 -121577.875]",-107371.85833333334,8.0,9008367.0,"[625.4492  620.5121  642.5309  642.568   628.1824  644.47723 649.5572
 649.5572  644.9677  651.72845 636.674   646.5157  627.76825 420.74994
 420.74994]",610.13257,-207.01831,0.0,"[0.35402325 0.35402325 0.35402325 0.35402325 0.35402325 0.35402325
 0.35402325 0.35402325 0.35402325 0.44207892 0.44207892 0.44207892
 0.44207892 0.44207892 0.44207892]",0.38924554,"[1.1646291 1.1646291 1.1646291 1.1646291 1.1646291 1.1646291 1.1646291
 1.1646291 1.1646291 1.2658048 1.2658048 1.2658048 1.2658048 1.2658048
 1.2658048]",1.2050992,"[1149454.8 1149727.4 1146609.8 1141676.1 1138882.8 1133820.5 1130858.6
 1126735.6 1120593.1 1116061.1 1110254.9 1105997.  1105827.4 1105353.1
 1108836.9]",16890689.0,97470,1,754,-169.625,-474.25,3483.75,3958.0,1108836.9,1130858.6,1126735.6,1133820.5,1126045.9,21.08,-2.1516294,-6.102450052897136,-5.826763153076172,-3.7364469
"[-143153.625  -144637.     -145617.375  -145566.875  -151563.75
 -154406.25   -156176.     -161480.375  -166027.75   -170149.5
 -175638.9375 -179913.0625 -182861.1875 -179034.125  -172400.    ]",-161908.3875,9.0,9519326.0,"[665.6839  685.82764 683.25037 693.6632  693.6632  690.08563 712.87103
 702.99097 716.1918  725.33795 720.4581  720.4581  719.9694  727.8937
 650.56244]",700.5939,7.9242554,-77.33124,"[0.44207892 0.44207892 0.44207892 0.44207892 0.44207892 0.43575633
 0.43575633 0.43575633 0.43575633 0.43575633 0.43575633 0.43575633
 0.43575633 0.43575633 0.43575633]",0.4378638,"[1.2658048 1.2658048 1.2658048 1.2658048 1.2658048 1.2685819 1.2685819
 1.2685819 1.2685819 1.2685819 1.2685819 1.2685819 1.2685819 1.2685819
 1.2685819]",1.267656,"[1080074.   1076759.5  1075779.1  1075829.6  1069832.8  1066990.2
 1063435.2  1058130.9  1053583.5  1047676.4  1042186.94 1037912.8
 1034964.7  1038791.75 1043594.75]",15865542.1875,97470,1,755,-2948.125,3827.0625,4803.0,975.9375,1043594.75,1063435.2,1058130.9,1066990.2,1057702.8,21.111,-1.8783836,-5.67025629679362,-5.187886714935303,-3.5061862
"[-205635.125  -210435.3125 -214872.4375 -214730.0625 -216091.1875
 -216328.5    -217608.8125 -222021.0625 -225006.1875 -230042.25
 -233783.625  -236077.625  -235429.875  -230095.375  -226867.3125]",-222334.98333333334,10.0,9855205.0,"[741.54724 743.21136 750.69354 754.6891  758.4554  758.7819  758.7819
 763.2579  794.69116 796.4467  811.369   816.63574 814.8802  814.8802
 479.567  ]",757.1925,0.0,-335.3132,"[0.43575633 0.43575633 0.43575633 0.43575633 0.43575633 0.43575633
 0.43575633 0.44033188 0.44033188 0.44033188 0.44033188 0.44033188
 0.44033188 0.44033188 0.44033188]",0.43819663,"[1.2685819 1.2685819 1.2685819 1.2685819 1.2685819 1.2685819 1.2685819
 1.3497458 1.3497458 1.3497458 1.3497458 1.3497458 1.3497458 1.3497458
 1.3497458]",1.3118693,"[1004957.9  1000157.7   995720.56  994077.56  992716.44  992479.1
  991198.8   986786.56  982016.2   976980.1   973238.75  969159.4
  969807.1   975141.6   978369.7 ]",14782807.5,97470,1,756,647.75,5334.5,3228.0625,-2106.4375,978369.7,991198.8,986786.56,992479.1,985520.56,21.137,-1.489508,-5.384569803873698,-5.374739646911621,-6.8537574
"[-248723.3125 -250800.625  -252425.6875 -255297.375  -257784.1875
 -256914.6875 -259357.0625 -257729.0625 -261102.0625 -262745.3125
 -263608.9375 -267236.125  -271610.875  -259733.3125 -255693.125 ]",-258717.45,11.0,10312515.0,"[887.73615 887.73615 892.12506 891.2473  910.55853 907.0474  937.76984
 939.5254  939.5254  924.6031  956.20325 964.9811  961.47    871.9361
 889.49176]",917.46387,-89.533875,17.555664,"[0.44033188 0.44033188 0.44033188 0.44033188 0.44033188 0.44033188
 0.44033188 0.44033188 0.403368   0.403368   0.403368   0.403368
 0.403368   0.403368   0.403368  ]",0.42308205,"[1.3497458 1.3497458 1.3497458 1.3497458 1.3497458 1.3497458 1.3497458
 1.3497458 1.3850372 1.3850372 1.3850372 1.3850372 1.3850372 1.3850372
 1.3850372]",1.366215,"[951111.94 949034.6  945578.44 942706.75 940219.94 939304.06 936861.7
 938489.7  935116.7  933473.44 930824.44 927197.25 922822.5  932869.06
 936909.25]",14062519.75,97470,1,757,-4374.75,10046.5625,4040.1875,-6006.375,936909.25,936861.7,938489.7,939304.06,937501.2,21.163,-0.6497837,-4.440990130106608,-5.07383918762207,-5.459547
"[-306702.0625 -310932.625  -311548.25   -314808.3125 -318520.875
 -321468.875  -318720.5    -318951.1875 -297255.125  -287204.875
 -283425.25   -274299.875  -264557.375  -261011.8125 -258853.125 ]",-296550.675,12.0,10541054.0,"[799.0801  799.0801  799.0801  799.0801  775.37994 756.06866 703.4017
 341.75504 555.93414 555.93414 481.32254 472.5447  469.91138 462.01132
 458.50018]",615.27234,-7.900055,-3.511139,"[0.36430633 0.36430633 0.36430633 0.36430633 0.36430633 0.36430633
 0.36430633 0.36430633 0.36430633 0.36430633 0.36430633 0.36430633
 0.36430633 0.36430633 0.36430633]",0.3643064,"[1.3947659 1.3947659 1.3947659 1.3947659 1.3947659 1.3947659 1.3947659
 1.3947659 1.3947659 1.3947659 1.3947659 1.3947659 1.3947659 1.3947659
 1.3947659]",1.3947659,"[871526.06 867295.5  864848.75 861588.7  857876.1  854928.1  855891.1
 855660.44 877356.5  887406.75 891186.4  898526.5  908269.   911814.56
 912142.1 ]",13176316.625,97470,1,758,9742.5,3545.5625,327.5625,-3218.0,912142.1,855891.1,855660.44,854928.1,878421.06,21.21,6.671824,9.77636464436849,-2.9197945594787598,-6.056352
"[-280157.     -288458.0625 -295390.375  -295451.8125 -302183.9375
 -306058.3125 -312691.     -318056.6875 -321152.4375 -320786.9375
 -314194.625  -308497.0625 -301342.8125 -299216.875  -297884.5   ]",-304101.49583333335,13.0,11212091.0,"[454.11127 446.2112  452.3557  462.8891  462.8891  451.47794 447.08902
 453.2335  454.98904 421.6333  200.43193 200.43193 193.40967 221.49873
 248.71   ]",371.4241,28.089066,27.211273,"[0.27038926 0.27038926 0.27038926 0.27038926 0.27038926 0.27038926
 0.27038926 0.27038926 0.27038926 0.27038926 0.27038926 0.27038926
 0.27038926 0.27038926 0.27038926]",0.27038926,"[1.1923416 1.1923416 1.1923416 1.1923416 1.1923416 1.1923416 1.1923416
 1.1923416 1.1923416 1.1923416 1.1923416 1.1923416 1.1923416 1.1923416
 1.1923416]",1.1923416,"[889052.9  880751.8  873819.5  871972.7  865240.56 861366.2  854733.5
 849367.8  844441.06 844806.56 851398.9  857096.44 862465.3  864591.25
 865923.6 ]",12937028.0625,97470,1,759,5368.875,2125.9375,1332.375,-793.5625,865923.6,854733.5,849367.8,861366.2,862468.56,21.229,-0.7650806,-3.1085383097330728,-7.791789531707764,-5.487541
"[-348881.375  -350006.75   -353803.1875 -361072.25   -365258.
 -361160.4375 -360297.1875 -361278.8125 -368089.9375 -372661.
 -375261.875  -379488.0625 -382416.5625 -374876.3125 -367834.375 ]",-365492.4083333333,14.0,11023717.0,"[357.5551  357.5551  357.5551  364.5774  367.21075 353.1662  318.93268
 345.26617 354.044   354.044   360.18848 363.69962 380.3775  235.54326
 221.49873]",339.41425,-144.83424,-14.044525,"[0.33236888 0.33236888 0.33236888 0.33236888 0.33236888 0.33236888
 0.33236888 0.33236888 0.33236888 0.33236888 0.33236888 0.33236888
 0.33236888 0.33236888 0.33236888]",0.33236888,"[1.1876125 1.1876125 1.1876125 1.1876125 1.1876125 1.1876125 1.1876125
 1.1876125 1.1876125 1.1876125 1.1876125 1.1876125 1.1876125 1.1876125
 1.1876125]",1.1876125,"[807739.6  804828.9  801032.44 793763.4  789577.6  791844.06 792707.3
 791725.7  784914.56 780343.5  775957.4  771731.2  768802.7  774557.56
 781599.5 ]",11811125.375,97470,1,760,-2928.5,5754.875,7041.9375,1287.0625,781599.5,792707.3,791725.7,791844.06,787408.4,21.259,-3.513182,-9.17077891031901,-7.207892894744873,-9.4705715
"[-77827.25  -82383.25  -84922.    -82400.625 -87598.125 -89112.375
 -91440.375 -92336.25  -84457.    -68434.    -57240.625 -53580.625
 -44723.5   -42928.    -41365.625]",-72049.975,0.0,0.0,"[817.66595 813.16003 818.9513  822.9892  779.935   793.9055  790.4159
 776.9502  694.22736 497.98566 540.47107 594.09546 624.2458  646.94354
 668.39624]",712.0226,22.697754,21.452698,"[0.25947303 0.25947303 0.25631732 0.25631732 0.25631732 0.25631732
 0.25631732 0.25631732 0.25631732 0.25631732 0.25631732 0.25631732
 0.25631732 0.25631732 0.25631732]",0.2567381,"[1.0729734 1.0729734 1.078421  1.078421  1.078421  1.078421  1.078421
 1.078421  1.078421  1.078421  1.078421  1.078421  1.078421  1.078421
 1.078421 ]",1.0776944,"[1885169.  1880613.  1878074.2 1880000.6 1874803.1 1872693.8 1869770.6
 1868874.8 1876158.9 1892181.9 1903375.2 1906394.4 1914656.4 1916451.9
 1917419.1]",28336636.875,97474,1,761,8262.0,1795.5,967.25,-828.25,1917419.1,1869770.6,1868874.8,1872693.8,1889109.2,14.794,7.4319077,10.790369669596354,-1.513005256652832,-4.1803
"[-122814.125 -126826.    -128381.75  -138416.375 -143895.75  -150805.5
 -158076.25  -160602.75  -154659.    -142894.875 -142200.375 -139129.5
 -135237.375 -132811.875 -132737.375]",-140632.59166666667,1.0,1809164.4,"[1149.9796 1182.2366 1204.1504 1226.242  1241.5708 1255.7122 1276.4929
 1299.0519 1316.7227 1331.3915 1059.0702 1072.0403 1098.9261 1133.6467
 1153.6041]",1200.0559,34.72058,19.957397,"[0.2421398  0.2421398  0.2421398  0.2421398  0.2421398  0.28309268
 0.28309268 0.28309268 0.28309268 0.28309268 0.28309268 0.28309268
 0.28309268 0.28309268 0.28309268]",0.26944172,"[0.99413925 0.99413925 0.99413925 0.99413925 0.99413925 1.0851306
 1.0851306  1.0851306  1.0851306  1.0851306  1.0851306  1.0851306
 1.0851306  1.0851306  1.0851306 ]",1.0548002,"[1829378.6 1824771.6 1822620.8 1812586.1 1806511.6 1799601.9 1792331.1
 1789209.5 1795153.2 1806322.4 1806375.9 1809446.8 1812743.9 1815169.4
 1815243.9]",27137466.625,97474,1,762,3297.125,2425.5,74.5,-2351.0,1815243.9,1792331.1,1789209.5,1799601.9,1809164.4,14.832,1.6234719,0.6006954511006674,-8.926502227783203,-8.108353
"[-143683.5   -150335.5   -157383.875 -162245.25  -168623.375 -174982.875
 -184856.125 -191932.875 -196018.875 -205401.75  -208475.875 -211925.25
 -205122.375 -196554.5   -188854.   ]",-183093.06666666668,2.0,3522610.5,"[1222.1381 1241.2654 1235.3986 1253.9047 1251.9017 1274.1266 1268.0436
 1283.9857 1287.4453 1293.2391 1301.7725 1312.6605 1342.7339 1345.0887
 1288.997 ]",1280.1799,2.3548584,-56.091797,"[0.28309268 0.2755862  0.2755862  0.2755862  0.2755862  0.2755862
 0.2755862  0.2755862  0.2755862  0.2755862  0.2755862  0.2755862
 0.2755862  0.2755862  0.2755862 ]",0.2760866,"[1.0851306 1.0485536 1.0485536 1.0485536 1.0485536 1.0485536 1.0485536
 1.0485536 1.0485536 1.0485536 1.0485536 1.0485536 1.0485536 1.0485536
 1.0485536]",1.0509919,"[1802512.4 1795860.4 1788812.  1783355.5 1776977.4 1770022.8 1759554.4
 1752477.6 1748391.6 1738413.6 1735339.5 1731249.2 1737457.  1746024.9
 1753130.2]",26419578.5,97474,1,763,6207.75,8567.875,7105.375,-1462.5,1753130.2,1759554.4,1752477.6,1770022.8,1761305.2,14.85,-1.440527,-8.325836181640625,-8.588278770446777,-5.8464236
"[-201898.25  -205898.75  -211935.375 -214049.875 -218022.    -222453.25
 -231604.875 -236735.875 -246476.375 -255506.    -257505.625 -259717.75
 -264761.5   -264695.625 -264356.875]",-237041.2,3.0,5104923.0,"[1329.9648 1339.4379 1352.0658 1360.1106 1347.7577 1358.3015 1372.5272
 1385.1698 1382.0106 1375.3073 1333.0613 1333.7837 1421.4033 1416.0175
 1441.2233]",1369.8762,-5.3858643,25.20581,"[0.30285457 0.30285457 0.30285457 0.30285457 0.30285457 0.30285457
 0.30285457 0.30285457 0.30285457 0.31512293 0.31512293 0.31512293
 0.31512293 0.31512293 0.31512293]",0.30776188,"[1.1365668 1.1365668 1.1365668 1.1365668 1.1365668 1.1365668 1.1365668
 1.1365668 1.1365668 1.1935619 1.1935619 1.1935619 1.1935619 1.1935619
 1.1935619]",1.1593647,"[1738895.9 1734300.2 1728263.6 1726149.1 1721581.9 1717150.6 1707403.9
 1701677.8 1691937.2 1682312.5 1680312.9 1678100.8 1672416.1 1671886.9
 1672225.6]",25524615.0,97474,1,764,-5684.625,-529.25,338.75,868.0,1672225.6,1707403.9,1701677.8,1717150.6,1701640.8,14.869,-9.00039,-10.439921061197916,-9.221153259277344,-6.8887477
"[-255506.    -257505.625 -259717.75  -264761.5   -264695.625 -264356.875
 -264803.625 -271223.75  -276850.875 -283961.625 -288283.75  -290601.625
 -278232.75  -270027.125 -269431.   ]",-270663.9666666667,4.0,6661172.5,"[1375.3073 1333.0613 1333.7837 1421.4033 1416.0175 1441.2233 1471.1951
 1465.911  1463.8125 1470.3552 1445.8807 1486.5598 1474.1404 1434.8473
 1418.0215]",1430.1014,-39.29309,-16.825806,"[0.31512293 0.31512293 0.31512293 0.31512293 0.31512293 0.31512293
 0.31512293 0.31512293 0.31512293 0.31512293 0.31512293 0.31512293
 0.31512293 0.31512293 0.31406525]",0.31505242,"[1.1935619 1.1935619 1.1935619 1.1935619 1.1935619 1.1935619 1.1935619
 1.1935619 1.1935619 1.1935619 1.1935619 1.1935619 1.1935619 1.1935619
 1.2404529]",1.1966879,"[1682312.5 1680312.9 1678100.8 1672416.1 1671886.9 1672225.6 1671183.8
 1664763.6 1659136.5 1651430.6 1647108.5 1644195.6 1655969.4 1664175.
 1664176. ]",24979393.75,97474,1,765,11773.75,8205.625,1.0,-8204.625,1664176.0,1671183.8,1664763.6,1672225.6,1665293.1,14.878,-1.0929706,-7.941402435302734,-8.631176948547363,-9.751813
"[-352510.5   -358794.    -364251.25  -370064.25  -372003.    -375157.625
 -380751.125 -381012.75  -384577.    -388045.    -387153.    -341126.875
 -265754.375 -230243.625 -215446.375]",-344459.38333333336,5.0,7903669.0,"[1563.661   1565.8196  1537.239   1473.6709  1372.9882  1035.9043
  980.10535 1038.1469  1035.8315   964.19794  681.1207   264.85928
  132.45114  182.07213  235.68083]",937.5833,49.620987,53.608704,"[0.31409034 0.31409034 0.31409034 0.31409034 0.31409034 0.31409034
 0.32359654 0.32359654 0.32359654 0.32359654 0.32359654 0.32359654
 0.32359654 0.32359654 0.32359654]",0.31979403,"[1.280818  1.280818  1.280818  1.280818  1.280818  1.280818  1.3213413
 1.3213413 1.3213413 1.3213413 1.3213413 1.3213413 1.3213413 1.3213413
 1.3213413]",1.3051319,"[1575099.6 1568221.  1562763.8 1556309.9 1553776.  1550621.4 1544432.8
 1544171.1 1540606.9 1536543.8 1536840.6 1582866.8 1657644.1 1693154.9
 1707952.1]",23711004.625,97474,1,766,74777.375,35510.75,14797.25,-20713.5,1707952.1,1544432.8,1544171.1,1550621.4,1580733.6,14.914,33.882626,19.588185628255207,-9.978902816772461,-10.352615
