distances,distance_mean,minor_events,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[4674.875   5779.625   5398.5     3222.40625 5899.4375  6611.71875
 6310.75    5953.4375  6974.15625 5638.15625 2547.5     3599.75
 2345.625   3601.34375 3916.9375 ]",4831.614583333333,0.0,"[1565.3123 1565.3123 1565.3123 1565.3123 1565.3123 1565.3123 1565.3123
 1565.3123 1565.3123 1565.3123 1565.3123 1565.3123 1565.3123 1565.3123
 1565.3123]",1733.5953,0.0,0.0,"[0.19977674 0.19977674 0.19977674 0.19977674 0.19977674 0.19977674
 0.19977674 0.19977674 0.19977674 0.19977674 0.19977674 0.19977674
 0.19977674 0.19977674 0.19977674]",0.2512294,"[1.4402583 1.4402583 1.4402583 1.4402583 1.4402583 1.4402583 1.4402583
 1.4402583 1.4402583 1.4402583 1.4402583 1.4402583 1.4402583 1.4402583
 1.4402583]",1.1490461,"[277052.6  278157.34 277501.56 275005.   277682.03 278394.3  277818.7
 277461.38 278161.66 276551.   273460.34 274192.12 272938.   274193.72
 274234.66]",4142804.40625,95298,0,382,-1254.125,1255.7188,40.9375,-1214.7812,274234.66,277818.7,277461.38,278394.3,276186.97,22.617,0.47851,-0.3859845797220866,0.21867859363555908,-0.037988126
"[-75558.75  -74635.    -77449.5   -78294.    -78133.5   -78047.
 -76484.    -78860.375 -76495.75  -74770.125 -76774.5   -73638.625
 -75380.5   -73434.25  -75142.625]",-76206.56666666667,0.0,"[2279.0103 2273.0127 2275.0332 2289.9395 2277.5173 2298.1426 2298.1426
 2292.9238 2290.6843 2298.2388 2299.504  2300.3267 2147.9524 2147.9524
 2143.2998]",1734.9719,0.0,-4.652588,"[0.25305945 0.25305945 0.25305945 0.25305945 0.25305945 0.25305945
 0.25305945 0.25305945 0.25305945 0.25305945 0.25305945 0.25305945
 0.25305945 0.25305945 0.25305945]",0.25123417,"[1.1338836 1.1338836 1.1338836 1.1338836 1.1338836 1.1338836 1.1338836
 1.1338836 1.1338836 1.1338836 1.1338836 1.1338836 1.1338836 1.1338836
 1.1338836]",1.1490065,"[1909082.5 1910006.2 1908595.2 1907750.8 1907911.2 1907997.8 1909560.8
 1907184.4 1909549.  1911274.6 1910704.2 1913840.1 1912098.2 1914044.5
 1912336.1]",28651935.75,95303,0,383,-1741.875,1946.25,-1708.375,-3654.625,1912336.1,1909560.8,1907184.4,1907997.8,1910128.9,6.422,-1.7920806,-1.1555108229319255,-1.473934531211853,-1.2755826
"[-37107.375 -38605.125 -39774.625 -38883.    -39559.75  -38729.875
 -38842.125 -39097.875 -38517.625 -38214.875 -38374.125 -39151.25
 -38170.5   -37625.25  -39412.625]",-38671.066666666666,0.0,"[1537.4551 1489.6421 1493.1692 1511.9459 1513.1855 1510.7355 1510.7355
 1517.4447 1525.9503 1518.9688 1536.168  1537.8057 1544.5981 1544.5981
 1548.3848]",1734.4191,0.0,3.786621,"[0.25477034 0.25400802 0.25400802 0.25400802 0.25400802 0.25400802
 0.25400802 0.25400802 0.25400802 0.25400802 0.25400802 0.25400802
 0.25400802 0.25400802 0.25400802]",0.25124156,"[1.1164021 1.1190684 1.1190684 1.1190684 1.1190684 1.1190684 1.1190684
 1.1190684 1.1190684 1.1190684 1.1190684 1.1190684 1.1190684 1.1190684
 1.1190684]",1.1489279,"[1962392.6 1960894.9 1959725.4 1960617.  1959940.2 1960770.1 1960657.9
 1960402.1 1960982.4 1961285.1 1961125.9 1960348.8 1961329.5 1961874.8
 1960087.4]",29412434.0,95303,0,384,980.75,545.25,-1787.375,-2332.625,1960087.4,1960657.9,1960402.1,1960770.1,1960828.9,11.345,-1.2722512,-0.7968503634134928,-1.2266814708709717,-1.43553
"[-40678.75  -40488.5   -39925.75  -40281.625 -39625.625 -41865.
 -42370.125 -40263.    -38664.875 -38861.5   -40292.125 -40853.5
 -40236.5   -41214.25  -40471.625]",-40406.183333333334,0.0,"[1538.1733 1538.4485 1536.4948 1535.5076 1541.5177 1545.1737 1551.4674
 1559.6082 1558.0714 1560.2052 1564.0052 1572.9907 1568.7238 1570.3556
 1572.8359]",1733.9512,1.6318359,2.4803467,"[0.25601417 0.25601417 0.25601417 0.25601417 0.25601417 0.25601417
 0.25601417 0.25601417 0.25707918 0.25707918 0.25707918 0.25707918
 0.25707918 0.25707918 0.25707918]",0.25125524,"[1.072333  1.072333  1.072333  1.072333  1.072333  1.072333  1.072333
 1.072333  1.0720348 1.0720348 1.0720348 1.0720348 1.0720348 1.0720348
 1.0720348]",1.1487287,"[1958821.2 1959011.5 1959574.2 1959218.4 1959874.4 1957635.  1957129.9
 1959237.  1960835.1 1960638.5 1959207.9 1958646.5 1959263.5 1958285.8
 1959028.4]",29386407.25,95303,0,385,617.0,-977.75,742.625,1720.375,1959028.4,1957129.9,1959237.0,1957635.0,1959093.9,13.78,-1.0789794,-0.8784898122151693,-1.1741162538528442,-0.9940088
"[-20308.125  -9003.625  -7177.875 -16876.5   -23644.75  -21592.125
 -24768.875 -24950.25  -28338.25  -28491.5   -28448.5   -28749.25
 -28891.875 -27826.75  -25855.5  ]",-22994.916666666668,0.0,"[2227.2131 2230.9377 2216.3567 2248.1655 2232.673  2235.6296 2240.892
 2238.7942 2254.524  2253.6213 2248.6318 2259.3616 2262.782  2273.773
 2268.9417]",1735.2781,10.990967,-4.831299,"[0.259538   0.259538   0.25696737 0.25696737 0.25696737 0.25696737
 0.25696737 0.25696737 0.25696737 0.25696737 0.25696737 0.25696737
 0.25696737 0.25696737 0.25696737]",0.25127092,"[0.89448243 0.89448243 0.8493343  0.8493343  0.8493343  0.8493343
 0.8493343  0.8493343  0.8493343  0.8493343  0.8493343  0.8493343
 0.8493343  0.8493343  0.8493343 ]",1.1479686,"[1979191.9 1990496.4 1992322.1 1982623.5 1975855.2 1977907.9 1974731.1
 1974549.8 1971161.8 1971008.5 1971051.5 1970750.8 1970608.1 1971673.2
 1973644.5]",29647576.25,95303,0,386,-142.625,1065.125,1971.25,906.125,1973644.5,1974731.1,1974549.8,1977907.9,1976505.1,19.334,0.16128,-0.44974231719970703,-0.9461072087287903,3.9826975
"[-74271.25  -75912.875 -77827.    -75614.625 -75401.75  -74063.875
 -76488.5   -76717.    -77648.125 -76203.375 -76328.    -76365.625
 -76239.    -76119.    -77366.5  ]",-76171.1,0.0,"[525.07556 519.64703 520.5757  521.57526 521.21    522.9009  517.59064
 522.13184 516.657   519.40186 518.91864 524.19104 516.1626  525.3254
 517.32434]",1732.1392,9.162781,-8.001038,"[0.25351068 0.25351068 0.25351068 0.25351068 0.25351068 0.25351068
 0.25351068 0.25351068 0.25351068 0.25351068 0.25351068 0.25351068
 0.25351068 0.25351068 0.25351068]",0.25127673,"[0.9432223 0.9432223 0.9432223 0.9432223 0.9432223 0.9432223 0.9432223
 0.9432223 0.9432223 0.9432223 0.9432223 0.9432223 0.9432223 0.9432223
 0.9432223]",1.1474396,"[1925228.8 1923587.1 1921673.  1923885.4 1924098.2 1925436.1 1923011.5
 1922783.  1921851.9 1923296.6 1923172.  1923134.4 1923261.  1923381.
 1922133.5]",28849933.5,95303,0,387,126.625,120.0,-1247.5,-1367.5,1922133.5,1923011.5,1922783.0,1925436.1,1923328.9,21.907,-1.6724532,-1.2080493768056233,-0.9957576990127563,-1.9550263
"[-19763.75  -20428.5   -19194.5   -21204.375 -19226.    -17853.25
 -20220.125 -19989.75  -18269.    -23307.875 -18949.375 -17262.375
 -18550.125 -20487.75  -20019.5  ]",-19648.416666666668,0.0,"[1736.3019 1743.4972 1743.4972 1738.841  1743.6139 1757.9187 1766.499
 1762.7532 1767.7463 1767.7463 1777.3364 1771.2969 1782.2052 1803.5334
 1794.4545]",1732.221,21.328247,-9.0789795,"[0.25009128 0.25009128 0.25009128 0.25009128 0.25009128 0.25009128
 0.25009128 0.25009128 0.25009128 0.25009128 0.25009128 0.2512363
 0.2512363  0.2512363  0.2512363 ]",0.25127444,"[1.1080346 1.1080346 1.1080346 1.1080346 1.1080346 1.1080346 1.1080346
 1.1080346 1.1080346 1.1080346 1.1080346 1.1102191 1.1102191 1.1102191
 1.1102191]",1.1473396,"[1979736.2 1979071.5 1980305.5 1978295.6 1980274.  1981646.8 1979279.9
 1979510.2 1981231.  1976192.1 1980550.6 1982237.6 1980949.9 1979012.2
 1979480.5]",29697773.75,95304,0,388,-1287.75,-1937.625,468.25,2405.875,1979480.5,1979279.9,1979510.2,1981646.8,1979851.6,9.016,-1.4728519,-0.5569291512171427,-0.4778437614440918,-0.95535433
"[-71281.625 -71280.75  -73904.625 -71460.625 -72025.25  -71893.5
 -75178.625 -73252.    -72853.75  -74440.    -74049.    -68935.375
 -67215.    -68787.25  -68653.25 ]",-71680.70833333333,0.0,"[1537.68   1530.9062 1535.1876 1516.8588 1513.742  1530.4321 1513.1025
 1500.956  1503.8538 1501.7135 1504.4648 1486.1482 1480.0659 1479.5814
 1472.9651]",1731.6425,-0.48449707,-6.616333,"[0.24173729 0.24173729 0.24173729 0.24173729 0.24173729 0.24173729
 0.24173729 0.24173729 0.24173729 0.24173729 0.24173729 0.24173729
 0.24173729 0.24173729 0.24173729]",0.2512499,"[0.9487451 0.9487451 0.9487451 0.9487451 0.9487451 0.9487451 0.9487451
 0.9487451 0.9487451 0.9487451 0.9487451 0.9487451 0.9487451 0.9487451
 0.9487451]",1.1468291,"[1928218.4 1928219.2 1925595.4 1928039.4 1927474.8 1927606.5 1924321.4
 1926248.  1926646.2 1925060.  1925451.  1930564.6 1932285.  1930712.8
 1930846.8]",28917289.375,95304,0,389,1720.375,-1572.25,134.0,1706.25,1930846.8,1924321.4,1926248.0,1927606.5,1927819.1,21.492,-0.4771775,-0.39709270000457764,-1.1346290111541748,-1.9510288
"[13395.125 13110.25  11228.625 11752.25  11213.25  12486.875 11478.375
 13124.125 11507.125 12905.    12793.125 11811.875 11497.    12126.5
 12966.375]",12226.391666666666,0.0,"[1584.2216 1582.3425 1581.1685 1581.1685 1581.6412 1574.4202 1586.605
 1583.7002 1584.0569 1584.4305 1579.8368 1584.3405 1581.3179 1582.4371
 1584.4194]",1731.2599,1.1192627,1.9822998,"[0.21025398 0.21025398 0.21025398 0.21025398 0.21025398 0.21025398
 0.21025398 0.21025398 0.21025398 0.21025398 0.21025398 0.21025398
 0.21025398 0.21025398 0.21025398]",0.2511448,"[1.2757674 1.2757674 1.2757674 1.2757674 1.2757674 1.2757674 1.2757674
 1.2757674 1.2757674 1.2757674 1.2757674 1.2757674 1.2757674 1.2757674
 1.2757674]",1.1471596,"[1377445.  1375878.8 1373997.1 1374520.8 1373981.8 1375255.4 1372965.4
 1374611.1 1372994.1 1373110.5 1372998.6 1372017.4 1371702.5 1371081.1
 1371921. ]",20604480.5,95304,0,390,-314.875,-621.375,839.875,1461.25,1371921.0,1372965.4,1374611.1,1375255.4,1373632.0,24.991,-0.27857563,-0.0637576977411906,0.5990535616874695,0.39853626
"[6672.3125 6936.     5940.25   5485.9375 4767.4375 5861.8125 3943.0625
 3737.9375 2495.375  3740.3125 2792.4375  373.625  2002.625  1483.
  757.5   ]",3799.3083333333334,0.0,"[1195.0022 1147.3232 1166.5822 1139.413  1139.413  1167.3339 1196.9519
 1197.1017 1190.1338 1194.0042 1176.6743 1190.5916 1190.7644 1175.1982
 1185.9644]",1729.8418,-15.566162,10.766113,"[0.19857942 0.19857942 0.19857942 0.19857942 0.19857942 0.19857942
 0.20326434 0.20326434 0.20326434 0.20326434 0.20326434 0.20326434
 0.20326434 0.20326434 0.20326434]",0.25101757,"[1.5806265 1.5806265 1.5806265 1.5806265 1.5806265 1.5806265 1.5877185
 1.5877185 1.5877185 1.5877185 1.5877185 1.5877185 1.5877185 1.5877185
 1.5877185]",1.1482792,"[766942.44 767206.1  766210.4  765756.06 765037.56 766131.94 764213.2
 764008.06 762765.5  764010.44 763062.56 760643.75 762272.75 761753.1
 761027.6 ]",11461041.5,95304,0,391,1629.0,-519.625,-725.5,-205.875,761027.6,764213.2,764008.06,766131.94,764069.56,26.948,0.043318123,0.05464833974838257,0.6574515700340271,0.6367919
"[-13345.46875 -14674.71875 -15037.125   -15013.625   -14752.1875
 -15871.09375 -15549.5625  -17212.71875 -18174.5625  -19701.375
 -17849.75    -17918.21875 -19124.84375 -17655.1875  -18619.3125 ]",-16699.983333333334,0.0,"[896.58813 894.2183  893.6374  898.1872  897.85425 898.49274 897.30853
 897.5664  891.5042  891.5042  890.61584 873.498   875.4219  872.85834
 873.1669 ]",1727.698,-2.5635376,0.3085327,"[0.17451301 0.17451301 0.1546833  0.1546833  0.1546833  0.1546833
 0.1546833  0.1546833  0.1546833  0.1546833  0.1546833  0.1546833
 0.1546833  0.1546833  0.1546833 ]",0.25077856,"[1.5621233 1.5621233 1.5163946 1.5163946 1.5163946 1.5163946 1.5163946
 1.5163946 1.5163946 1.5163946 1.5163946 1.5163946 1.5163946 1.5163946
 1.5163946]",1.1492338,"[459298.56 457969.3  457606.9  457630.4  457891.84 456772.94 457094.47
 455431.3  454469.47 452942.66 454794.28 454725.8  453519.2  454988.84
 454024.72]",6839160.71875,95304,0,392,-1206.625,1469.6562,-964.125,-2433.7812,454024.72,457094.47,455431.3,456772.94,455944.06,28.193,-0.16061375,0.3046783208847046,0.388206422328949,0.63745815
"[-35797.75  -33060.875 -36422.5   -35314.625 -35619.875 -34120.125
 -33291.375 -35175.125 -35933.125 -35210.    -34401.125 -34583.625
 -34771.    -35149.875 -35209.25 ]",-34937.35,0.0,"[1849.6215 1841.2843 1848.5758 1825.4011 1628.0134 1627.3177 1642.2732
 1639.0883 1641.5114 1643.3505 1652.094  1653.7211 1655.7856 1657.2133
 1664.6183]",1727.6226,1.4276123,7.4050293,"[0.25727528 0.25727528 0.25727528 0.25727528 0.25727528 0.25727528
 0.25727528 0.25727528 0.25727528 0.25727528 0.25727528 0.25727528
 0.25727528 0.25717333 0.25717333]",0.25079504,"[1.0351926 1.0351926 1.0351926 1.0351926 1.0351926 1.0351926 1.0351926
 1.0351926 1.0351926 1.0351926 1.0351926 1.0351926 1.0351926 1.0358026
 1.0358026]",1.1489438,"[1963702.2 1966439.1 1963077.5 1964185.4 1963880.1 1965379.9 1966208.6
 1964324.9 1963566.9 1964290.  1965098.9 1964916.4 1964729.  1964350.1
 1964290.8]",29468439.75,95310,0,393,-187.375,-378.875,-59.375,319.5,1964290.8,1966208.6,1964324.9,1965379.9,1964562.4,14.728,-0.9167,-0.6377912362416586,-0.2884058356285095,-1.4318656
"[-37126.875 -35285.125 -34630.375 -37684.125 -36259.5   -34932.
 -37239.25  -35911.    -36850.5   -36677.5   -36118.5   -36046.875
 -37209.25  -36636.125 -35447.875]",-36270.325,0.0,"[1598.7782 1609.1877 1599.3527 1606.4224 1612.5555 1613.1581 1618.303
 1623.2927 1635.9084 1619.0923 1627.8074 1625.319  1628.3245 1644.6256
 1642.2467]",1727.35,16.301147,-2.3789062,"[0.2516847 0.2516847 0.2516847 0.2516847 0.2516847 0.2516847 0.2516847
 0.2516847 0.2516847 0.2516847 0.2516847 0.2516847 0.2516847 0.2516847
 0.2516847]",0.2507973,"[0.98460317 0.98460317 0.98460317 0.98460317 0.98460317 0.98460317
 0.98460317 0.98460317 0.98460317 0.98460317 0.98460317 0.98460317
 0.98460317 0.98460317 0.98460317]",1.1485268,"[1962373.1 1964214.9 1964869.6 1961815.9 1963240.5 1964568.  1962260.8
 1963589.  1962649.5 1962822.5 1963381.5 1963453.1 1962290.8 1962863.9
 1964052.1]",29448445.125,95310,0,394,-1162.375,573.125,1188.25,615.125,1964052.1,1962260.8,1963589.0,1964568.0,1963229.8,15.869,-0.596805,-0.9547991752624512,-1.1154685020446777,0.07730875
"[-1268.75  -2202.75  -1897.    -1528.375 -2320.     -368.625 -1917.625
 -2243.5   -1429.25  -3324.625 -2098.5   -3121.625 -1122.125  1990.5
  1352.25 ]",-1433.3333333333333,0.0,"[820.4229  826.42145 816.6917  816.6917  812.9306  816.813   815.4706
 802.5756  807.75964 802.468   802.468   806.17865 811.01544 792.1162
 796.5575 ]",1725.0272,-18.899231,4.441284,"[0.25099978 0.25099978 0.25099978 0.25099978 0.25099978 0.25099978
 0.25099978 0.25099978 0.25099978 0.25099978 0.25099978 0.25099978
 0.24832365 0.24832365 0.24832365]",0.25079647,"[0.891719  0.891719  0.891719  0.891719  0.891719  0.891719  0.891719
 0.891719  0.891719  0.891719  0.891719  0.891719  0.9019725 0.9019725
 0.9019725]",1.1478817,"[1929459.8 1928525.8 1928831.5 1929200.1 1928408.5 1929108.9 1927559.9
 1927234.  1926766.9 1924871.5 1926097.6 1925074.5 1927074.  1928905.1
 1928266.9]",28915384.875,95310,0,395,1999.5,1831.125,-638.25,-2469.375,1928266.9,1927559.9,1927234.0,1929108.9,1927692.2,23.216,-0.63745815,-0.25258398056030273,-0.47792699933052063,-0.7170988
"[-37947.75  -37432.875 -37302.125 -38396.875 -39180.    -39282.25
 -35293.125 -38175.5   -37635.5   -39276.    -37739.375 -38965.
 -40756.5   -40927.125 -40714.   ]",-38601.6,0.0,"[850.4925  851.61115 851.61115 852.3729  856.80994 855.64594 859.57
 861.97864 865.9237  865.9237  857.2029  863.404   863.29156 869.7458
 865.96954]",1722.8411,6.4542236,-3.776245,"[0.24756807 0.24756807 0.24756807 0.24756807 0.24756807 0.24756807
 0.24756807 0.24756807 0.24756807 0.24756807 0.24756807 0.24756807
 0.24756807 0.24756807 0.24756807]",0.25078833,"[0.9620485 0.9620485 0.9620485 0.9620485 0.9620485 0.9620485 0.9620485
 0.9620485 0.9620485 0.9620485 0.9620485 0.9620485 0.9620485 0.9620485
 0.9620485]",1.1474124,"[1702179.2 1702694.1 1701573.9 1700479.1 1699696.  1699593.8 1702301.5
 1699419.1 1699959.1 1698318.6 1699855.2 1697348.1 1695556.6 1695386.
 1694317.6]",25488678.125,95310,0,396,-1791.5,-170.625,-1068.375,-897.75,1694317.6,1702301.5,1699419.1,1699593.8,1699245.2,23.814,-2.4735231,-0.508610208829244,-0.7510031461715698,-0.72076315
"[-20792.03125 -22550.0625  -22540.78125 -21221.3125  -19553.53125
   7427.40625   8537.375     7181.5       7529.25      5939.09375
   6177.09375   5746.625     6101.        3885.34375   4597.15625]",-2902.391666666667,0.0,"[949.14386 949.14386 949.14386 949.14386 949.14386 949.14386 949.14386
 949.14386 949.14386 949.14386 949.14386 949.14386 949.14386 949.14386
 949.14386]",1720.8923,0.0,0.0,"[0.15224807 0.15224807 0.13120008 0.13120008 0.13120008 0.13120008
 0.13120008 0.13120008 0.13120008 0.13120008 0.13120008 0.13120008
 0.13120008 0.13120008 0.13120008]",0.25049415,"[1.5680977 1.5680977 1.5973095 1.5973095 1.5973095 1.5973095 1.5973095
 1.5973095 1.5973095 1.5973095 1.5973095 1.5973095 1.5973095 1.5973095
 1.5973095]",1.1485358,"[389792.88 388034.84 388044.12 389363.6  391031.38 388599.84 389709.8
 388353.94 388701.7  387111.53 387349.53 386919.06 387273.44 385057.78
 385769.6 ]",5821113.03125,95310,0,397,354.375,-2215.6562,711.8125,2927.4688,385769.6,389709.8,388353.94,388599.84,388074.22,28.525,0.63912374,0.19949020942052206,0.32872578501701355,0.19793563
"[-70366.625 -69724.    -68734.    -67882.75  -67058.    -67667.375
 -67124.75  -66617.375 -66012.75  -67777.25  -68698.5   -65330.5
 -68761.25  -68693.25  -70579.625]",-68068.53333333334,0.0,"[2166.769  2185.0425 2180.7666 2196.8992 2186.1624 2198.5806 2193.385
 2193.385  2202.4788 2196.4126 2201.268  2215.8281 2212.1704 2216.4636
 2216.4636]",1722.0897,4.293213,0.0,"[0.24216738 0.24216738 0.24216738 0.24216738 0.24216738 0.24216738
 0.24216738 0.24216738 0.24216738 0.24216738 0.24216738 0.24258079
 0.24258079 0.24258079 0.24258079]",0.2504735,"[1.1294249 1.1294249 1.1294249 1.1294249 1.1294249 1.1294249 1.1294249
 1.1294249 1.1294249 1.1294249 1.1294249 1.1313884 1.1313884 1.1313884
 1.1313884]",1.1484892,"[1929133.4 1929776.  1930766.  1931617.2 1932442.  1931832.6 1932375.2
 1932882.6 1933487.2 1931722.8 1930801.5 1934169.5 1930738.8 1930806.8
 1928920.4]",28971472.0,95312,0,398,-3430.75,68.0,-1886.375,-1954.375,1928920.4,1932375.2,1932882.6,1931832.6,1931431.5,6.532,-2.109977,-0.8492778937021891,-1.3524748086929321,-1.5524925
"[-40738.625 -39831.125 -41958.625 -41883.625 -40918.125 -42196.
 -41257.5   -41356.    -40431.875 -41613.75  -41773.125 -40821.75
 -41504.875 -41489.5   -42744.375]",-41367.925,0.0,"[1431.4149 1426.1951 1426.1951 1418.3666 1426.5859 1431.8901 1449.5189
 1446.4414 1448.0544 1448.0544 1447.0782 1448.611  1460.0804 1466.8136
 1468.2648]",1721.3901,6.7331543,1.4511719,"[0.25499454 0.25499454 0.25499454 0.25499454 0.25499454 0.25499454
 0.25499454 0.25499454 0.25499454 0.25499454 0.25499454 0.25499454
 0.25499454 0.25499454 0.25499454]",0.25048482,"[1.1010199 1.1010199 1.1010199 1.1010199 1.1010199 1.1010199 1.1010199
 1.1010199 1.1010199 1.1010199 1.1010199 1.1010199 1.1010199 1.1010199
 1.1010199]",1.1483703,"[1958761.4 1959668.9 1957541.4 1957616.4 1958581.9 1957304.  1958242.5
 1958144.  1959068.1 1957886.2 1957726.9 1958678.2 1957995.1 1958010.5
 1956755.6]",29371981.125,95312,0,399,-683.125,15.375,-1254.875,-1270.25,1956755.6,1958242.5,1958144.0,1957304.0,1958132.0,11.606,-1.2735838,-0.6631166140238444,-0.8852107524871826,-1.1539563
"[-54879.125 -54219.75  -55194.    -54553.25  -53083.    -51508.375
 -53562.75  -54780.    -54071.75  -53829.625 -54703.5   -54044.
 -55912.    -54112.375 -55750.5  ]",-54280.26666666667,0.0,"[888.35126 881.40454 879.787   882.6457  876.6542  877.93726 875.4112
 880.74756 878.7345  881.60693 890.03516 878.2556  877.0546  871.43274
 882.2164 ]",1719.287,-5.621887,10.78363,"[0.25455117 0.25455117 0.25455117 0.25455117 0.25421175 0.25421175
 0.25421175 0.25421175 0.25421175 0.25421175 0.25421175 0.25421175
 0.25421175 0.25421175 0.25421175]",0.2504944,"[0.91028833 0.91028833 0.91028833 0.91028833 0.90041465 0.90041465
 0.90041465 0.90041465 0.90041465 0.90041465 0.90041465 0.90041465
 0.90041465 0.90041465 0.90041465]",1.147757,"[1944620.9 1945280.2 1944306.  1944946.8 1946417.  1947991.6 1945937.2
 1944720.  1945428.2 1945670.4 1944796.5 1945456.  1943588.  1945387.6
 1943749.5]",29178296.0,95312,0,400,-1868.0,1799.625,-1638.125,-3437.75,1943749.5,1945937.2,1944720.0,1947991.6,1945219.8,22.437,-1.0756481,-0.744978109995524,-0.7381747961044312,-1.1569544
"[5838.625 6133.375 6129.    6688.875 6995.5   8287.    6471.125 6507.375
 6477.375 7029.625 7197.125 9471.25  7588.125 8432.    9363.75 ]",7240.675,0.0,"[1539.482  1540.7609 1542.4594 1542.2434 1537.9264 1540.1082 1540.1082
 1532.7239 1535.9742 1533.9174 1537.0692 1537.0964 1534.0771 1539.3427
 1540.6604]",1718.8356,5.265503,1.317749,"[0.20573431 0.20573431 0.20573431 0.20573431 0.20573431 0.20573431
 0.20573431 0.20573431 0.20573431 0.20573431 0.20573431 0.20573431
 0.20573431 0.20573431 0.20573431]",0.25038275,"[1.1844529 1.1844529 1.1844529 1.1844529 1.1844529 1.1844529 1.1844529
 1.1844529 1.1844529 1.1844529 1.1844529 1.1844529 1.1844529 1.1844529
 1.1844529]",1.1478485,"[1277806.8 1276820.  1276815.6 1277375.5 1277682.1 1277692.1 1275876.2
 1275912.5 1275882.5 1276434.8 1275320.9 1277595.  1275711.9 1275274.2
 1276206. ]",19148406.125,95312,0,401,-1883.125,-437.625,931.75,1369.375,1276206.0,1275876.2,1275912.5,1277692.1,1276560.5,25.279,-0.31922874,0.18449562788009644,0.010662969201803207,-0.07664248
"[-38654.125  -39507.0625 -35098.5    -38709.6875 -38994.875  -38458.1875
 -37611.9375 -37421.6875 -37777.625  -38501.3125 -39180.375  -39371.3125
 -41999.375  -41558.125  -42403.25  ]",-39016.495833333334,0.0,"[1021.5213  1020.06165 1025.2954  1030.6945  1038.9418  1033.3157
 1032.5784   961.7675   966.07733  965.6303   965.6303   970.18585
  975.55597  982.23865  981.1595 ]",1717.0425,6.682678,-1.0791626,"[0.16611229 0.16611229 0.16611229 0.16611229 0.16611229 0.16611229
 0.16611229 0.16611229 0.16611229 0.16611229 0.16611229 0.16611229
 0.16611229 0.16611229 0.16611229]",0.25017312,"[1.5366877 1.5366877 1.5366877 1.5366877 1.5366877 1.5366877 1.5366877
 1.5366877 1.5366877 1.5366877 1.5366877 1.5366877 1.5366877 1.5366877
 1.5366877]",1.1488158,"[558840.44 557987.5  562396.06 558784.9  558499.7  559036.4  559882.6
 560072.9  559716.94 558993.25 558314.2  558123.25 555495.2  555936.44
 555091.3 ]",8377171.0,95312,0,402,-2628.0625,441.25,-845.125,-1286.375,555091.3,559882.6,560072.9,559036.4,558478.06,27.678,-0.43818998,0.17061146100362143,0.19910156726837158,3.8627367
"[-31988.75 -35605.5  -31306.75 -31515.75 -31873.5  -33483.25 -31584.5
 -31620.5  -30805.5  -30990.25 -32206.5  -33884.   -31211.75 -33614.75
 -31340.25]",-32202.1,0.0,"[1265.29   1251.5629 1266.5066 1268.1437 1285.4934 1272.5427 1281.5348
 1274.5732 1298.714  1295.4125 1289.0804 1291.076  1192.7256 1184.5232
 1184.6124]",1715.9087,-8.202393,0.0892334,"[0.25959772 0.25959772 0.25959772 0.25959772 0.25959772 0.25959772
 0.25959772 0.25959772 0.25959772 0.25959772 0.25959772 0.25896662
 0.25896662 0.25896662 0.25896662]",0.2501961,"[1.1433024 1.1433024 1.1433024 1.1433024 1.1433024 1.1433024 1.1433024
 1.1433024 1.1433024 1.1433024 1.1433024 1.1480899 1.1480899 1.1480899
 1.1480899]",1.1488051,"[2468511.2 2464894.5 2469193.2 2468984.2 2468626.5 2467016.8 2468915.5
 2468879.5 2469694.5 2469509.8 2468293.5 2466616.  2469288.2 2466885.2
 2469159.8]",37024468.5,95467,0,403,2672.25,-2403.0,2274.5,4677.5,2469159.8,2468915.5,2468879.5,2467016.8,2468297.8,7.54,-0.52282745,-1.6500147183736165,-0.7378417253494263,-0.59480625
