distances,distance_mean,minor_events,ECEcore,ECEcore_mean,ECEcore_dx1,ECEcore_dx2,ZMAG,ZMAG_mean,LI,LI_mean,IPLA,fft_low,shot,label,window,IPLA_dx1,IPLA_dx2,IPLA_dx3,IPLA_ddx,IPLA_1,IPLA_2,IPLA_3,IPLA_4,IPLA_mean,time_window,Vloop_1,Vloop_2,Vloop_3,Vloop_4
"[-55949.5   -56429.25  -55946.625 -55895.875 -54528.875 -56453.25
 -55907.25  -57292.25  -55489.875 -56207.25  -55615.25  -58243.875
 -56495.    -56107.5   -58050.625]",-56307.48333333333,0.0,"[2793.4292 2793.4292 2822.793  2826.5696 2826.5696 2816.824  2822.0542
 2819.9182 2819.9182 2819.5156 2832.6528 2832.6528 2834.0823 2840.5461
 2840.192 ]",2822.743,6.463867,-0.35424805,"[0.34285125 0.34285125 0.34285125 0.34285125 0.34285125 0.34285125
 0.34285125 0.34285125 0.34285125 0.34285125 0.34285125 0.34285125
 0.34285125 0.34285125 0.34285125]",0.34285122,"[1.1506851 1.1506851 1.1506851 1.1506851 1.1506851 1.1506851 1.1506851
 1.1506851 1.1506851 1.1506851 1.1506851 1.1506851 1.1506851 1.1506851
 1.1506851]",1.1506851,"[1923504.9 1923025.1 1923507.8 1923558.5 1924925.5 1923580.8 1924126.8
 1922741.8 1924544.1 1923826.8 1924418.8 1922369.9 1924118.8 1924506.2
 1922563.1]",28855318.625,81206,0,1,1748.875,387.5,-1943.125,-2330.625,1922563.1,1924126.8,1922741.8,1923580.8,1923687.9,5.05,-1.0366607,-2.111309369405111,-1.613139033317566,-0.71743184
"[-49633.75  -48416.    -49854.875 -49120.875 -48214.125 -48501.
 -47263.    -47273.75  -47972.375 -44451.625 -46728.    -46479.5
 -46013.375 -45536.5   -48251.75 ]",-47580.7,0.0,"[1988.5135 1988.5135 1958.2732 1934.1543 1932.9564 1932.9564 1943.0322
 1950.6726 1950.6726 1951.2119 1952.4626 1958.4089 1958.4089 1972.5249
 1958.3857]",2389.0764,14.115967,-14.13916,"[0.35701787 0.35701787 0.35701787 0.35701787 0.35701787 0.35701787
 0.35701787 0.35701787 0.35701787 0.35701787 0.3517047  0.3517047
 0.3517047  0.3517047  0.3517047 ]",0.349049,"[1.2596462 1.2596462 1.2596462 1.2596462 1.2596462 1.2596462 1.2596462
 1.2596462 1.2596462 1.2596462 1.2420809 1.2420809 1.2420809 1.2420809
 1.2420809]",1.2022381,"[1949866.2 1951084.  1949645.1 1950379.1 1951285.9 1950999.  1952237.
 1952226.2 1951527.6 1955048.4 1952772.  1953020.5 1953486.6 1953963.5
 1951248.2]",29278789.5,81206,0,2,466.125,476.875,-2715.25,-3192.125,1951248.2,1952237.0,1952226.2,1950999.0,1951919.2,9.068,-3.6621363,-1.2864686648050945,-1.2238500118255615,-1.4725187
"[-10548.625 -10054.375  -9332.625  -9708.5    -9008.125 -10481.75
 -12490.5   -10090.     -9204.75   -9636.     -9566.375 -10156.
 -10085.875 -11247.75  -10880.375]",-10166.108333333334,0.0,"[1755.5732 1755.5732 1761.4111 1763.7251 1765.5693 1765.5693 1771.4424
 1771.2714 1771.2714 1768.1783 1779.2828 1775.0759 1775.0759 1786.4354
 1790.4489]",2182.8489,11.359497,4.0134277,"[0.3038803 0.3038803 0.3038803 0.3038803 0.3038803 0.3038803 0.3038803
 0.3038803 0.3038803 0.3038803 0.3038803 0.3038803 0.3038803 0.3038803
 0.3038803]",0.33399284,"[1.1914892 1.1914892 1.1914892 1.1914892 1.1914892 1.1914892 1.1914892
 1.1914892 1.1914892 1.1914892 1.1914892 1.1914892 1.1914892 1.1914892
 1.1914892]",1.1986552,"[1988951.4 1989445.6 1990167.4 1989791.5 1990491.9 1989018.2 1987009.5
 1989410.  1990295.2 1989864.  1989933.6 1989344.  1989414.1 1988252.2
 1988619.6]",29840008.375,81206,0,3,70.125,-1161.875,367.375,1529.25,1988619.6,1987009.5,1989410.0,1989018.2,1989334.0,10.366,-0.95668685,-0.5842533508936564,-1.0864776372909546,-0.40020186
"[-32341.375 -31181.    -32362.25  -30125.875 -31464.625 -31584.75
 -31091.375 -30489.125 -31142.5   -29126.75  -30645.    -30180.5
 -29685.625 -29928.625 -30228.25 ]",-30771.841666666667,0.0,"[1997.4032 2014.7891 2014.7891 2011.1189 2011.1189 1704.6432 1704.6432
 1720.5695 1720.5695 1728.2708 1728.2708 1745.2789 1745.2789 1761.6626
 1761.6626]",2093.3047,16.383667,0.0,"[0.25675666 0.25675666 0.25675666 0.25675666 0.25675666 0.25675666
 0.25675666 0.25675666 0.25675666 0.25675666 0.25675666 0.25675666
 0.25675666 0.25675666 0.25675666]",0.3146837,"[1.1473733 1.1473733 1.1473733 1.1473733 1.1473733 1.1473733 1.1473733
 1.1473733 1.1473733 1.1473733 1.1473733 1.1473733 1.1473733 1.1473733
 1.1473733]",1.185835,"[1967158.6 1968319.  1967137.8 1969374.1 1968035.4 1967915.2 1968408.6
 1969010.9 1968357.5 1970373.2 1968855.  1969319.5 1969814.4 1969571.4
 1969271.8]",29530922.375,81206,0,4,494.875,-243.0,-299.625,-56.625,1969271.8,1968408.6,1969010.9,1967915.2,1968728.4,23.504,-0.87737936,-0.74397873878479,-0.6961892247200012,-1.513505
"[63755.375  64306.0625 64517.     62751.75   64135.8125 64179.5625
 63364.1875 64820.     62171.4375 63291.9375 64993.5625 64500.
 64436.5625 67100.4375 64005.125 ]",64155.254166666666,0.0,"[1735.4664 1735.4664 1735.4664 1735.4664 1735.4664 1735.4664 1735.4664
 1735.4664 1735.4664 1735.4664 1735.4664 1735.4664 1735.4664 1735.4664
 1735.4664]",2021.737,0.0,0.0,"[0.19755636 0.19755636 0.19755636 0.19755636 0.19755636 0.19755636
 0.19755636 0.19755636 0.19755636 0.19755636 0.19755636 0.19755636
 0.19755636 0.19755636 0.19755636]",0.29125822,"[1.8340069 1.8340069 1.8340069 1.8340069 1.8340069 1.8340069 1.8340069
 1.8340069 1.8340069 1.8340069 1.8340069 1.8340069 1.8340069 1.8340069
 1.8340069]",1.3154693,"[625857.3  626408.   626618.94 624853.7  624224.06 624267.8  623452.44
 624908.25 622259.7  623380.2  623098.56 622605.   622541.56 625205.44
 622110.1 ]",9361791.0625,81206,0,5,-63.4375,2663.875,-3095.3125,-5759.1875,622110.1,623452.44,624908.25,624267.8,624119.3,31.816,1.8717213,1.500065008799235,0.5273277163505554,0.9956744
"[-34227.625 -34097.    -34163.125 -33412.    -33740.875 -33799.375
 -33290.    -33465.75  -33805.5   -34509.5   -32666.375 -33342.75
 -33703.    -34102.875 -33726.5  ]",-33736.816666666666,0.0,"[2565.751  2562.852  2580.0444 2576.481  2600.659  2600.659  2600.6958
 2585.8787 2580.3684 2598.1335 2607.6023 2613.188  2613.188  2601.1033
 2617.179 ]",2117.045,-12.084717,16.075684,"[0.32872912 0.32872912 0.32872912 0.32872912 0.32872912 0.32872912
 0.32872912 0.32872912 0.32872912 0.32872912 0.32872912 0.32872912
 0.32872912 0.32872912 0.32872912]",0.2975034,"[1.2191933 1.2191933 1.2191933 1.2191933 1.2191933 1.2191933 1.2191933
 1.2191933 1.2191933 1.2191933 1.2191933 1.2191933 1.2191933 1.2191933
 1.2191933]",1.2994232,"[1965272.4 1965403.  1965336.9 1966088.  1965759.1 1965700.6 1966210.
 1966034.2 1965694.5 1964990.5 1966833.6 1966157.2 1965797.  1965397.1
 1965773.5]",29486447.75,81207,0,6,-360.25,-399.875,376.375,776.25,1965773.5,1966210.0,1966034.2,1965700.6,1965763.2,6.082,-1.1946094,-1.2880231539408367,-0.9561039209365845,-1.5145043
"[-61029.25  -61019.    -60033.5   -58719.375 -62486.75  -59868.
 -61954.75  -62615.    -61614.5   -61556.75  -62376.375 -62688.875
 -63167.25  -62827.375 -62274.375]",-61615.40833333333,0.0,"[1880.1083 1878.466  1878.466  1890.7876 1890.8267 1887.3406 1889.6885
 1902.0685 1899.7142 1899.7142 1900.9694 1905.7041 1913.9381 1915.6648
 1919.8761]",2085.5942,1.7266846,4.2113037,"[0.37171385 0.37171385 0.37171385 0.37171385 0.37171385 0.37171385
 0.37171385 0.37171385 0.37171385 0.37171385 0.37171385 0.37171385
 0.37171385 0.37171385 0.37171385]",0.30810487,"[1.3314719 1.3314719 1.3314719 1.3314719 1.3314719 1.3314719 1.3314719
 1.3314719 1.3314719 1.3314719 1.3314719 1.3314719 1.3314719 1.3314719
 1.3314719]",1.3040017,"[1938470.8 1938481.  1939466.5 1940780.6 1937013.2 1939632.  1937545.2
 1936885.  1937885.5 1937943.2 1937123.6 1936811.1 1936332.8 1936672.6
 1937225.6]",29068268.875,81207,0,7,-478.375,339.875,553.0,213.125,1937225.6,1937545.2,1936885.0,1939632.0,1937884.6,8.717,-1.1559551,-0.7709698677062988,-1.1161346435546875,-0.6784444
"[-23706.75  -23949.125 -24533.625 -24264.875 -24343.625 -25137.125
 -24498.375 -24119.375 -23278.25  -24127.5   -24832.375 -23971.
 -24306.25  -24368.375 -24828.   ]",-24284.308333333334,0.0,"[1480.327  1474.9445 1482.6667 1480.2421 1483.573  1480.9403 1486.5162
 1475.7421 1482.929  1479.5262 1498.6644 1489.6874 1495.6184 1495.2109
 1499.3196]",2010.6108,-0.4074707,4.1086426,"[0.2596186 0.2596186 0.2596186 0.2596186 0.2596186 0.2596186 0.2596186
 0.2596186 0.2596186 0.2596186 0.2596186 0.2596186 0.2596186 0.2596186
 0.2596186]",0.3020441,"[1.133643 1.133643 1.133643 1.133643 1.133643 1.133643 1.133643 1.133643
 1.133643 1.133643 1.133643 1.133643 1.133643 1.133643 1.133643]",1.2827067,"[1975793.2 1975550.9 1974966.4 1975235.1 1975156.4 1974362.9 1975001.6
 1975380.6 1976221.8 1975372.5 1974667.6 1975529.  1975193.8 1975131.6
 1974672. ]",29628235.375,81207,0,8,-335.25,-62.125,-459.625,-397.5,1974672.0,1975001.6,1975380.6,1974362.9,1975215.6,13.79,-0.8377256,-0.7062126795450846,-1.1174671649932861,-1.5138382
"[-22391.125 -23066.875 -22531.625 -22887.625 -23274.875 -23355.75
 -21560.25  -24369.    -22355.875 -21810.375 -23269.5   -22904.625
 -21101.75  -24213.25  -22338.125]",-22762.041666666668,0.0,"[2054.9111 2051.976  2068.124  2066.0225 2065.7297 2085.1387 2088.3958
 2104.766  2103.3843 2054.1394 2053.4775 2118.0166 2116.7725 2001.8098
 2074.7883]",2017.6351,-114.96265,72.978516,"[0.26094964 0.26094964 0.26094964 0.26094964 0.26094964 0.26094964
 0.26094964 0.26094964 0.26094964 0.26094964 0.26094964 0.25944975
 0.25944975 0.25944975 0.25944975]",0.29743364,"[1.0921161 1.0921161 1.0921161 1.0921161 1.0921161 1.0921161 1.0921161
 1.0921161 1.0921161 1.0921161 1.0921161 1.0920255 1.0920255 1.0920255
 1.0920255]",1.2615274,"[1977108.9 1976433.1 1976968.4 1976612.4 1976225.1 1976144.2 1977939.8
 1975131.  1977144.1 1977689.6 1976230.5 1976595.4 1978398.2 1975286.8
 1977161.9]",29651069.375,81207,0,9,1802.875,-3111.5,1875.125,4986.625,1977161.9,1977939.8,1975131.0,1976144.2,1976738.0,18.78,-0.35788313,-0.9159227212270101,-0.8068193197250366,-0.8377256
"[-40907.25  -40649.625 -41266.5   -41639.75  -41867.875 -42687.875
 -39660.75  -42416.    -42506.375 -42147.25  -42337.5   -41659.
 -41889.    -41351.    -41694.625]",-41645.35833333333,0.0,"[1479.8729 1472.5369 1472.5369 1479.4314 1485.2208 1489.7948 1493.0817
 1487.5879 1493.1919 1495.6107 1505.1279 1502.531  1513.7935 1510.5818
 1509.2434]",1965.1392,-3.21167,-1.3383789,"[0.25074577 0.25074577 0.25074577 0.25074577 0.25074577 0.25074577
 0.25074577 0.25074577 0.25074577 0.25074577 0.25074577 0.25074577
 0.25074577 0.25074577 0.25074577]",0.29276484,"[1.1346436 1.1346436 1.1346436 1.1346436 1.1346436 1.1346436 1.1346436
 1.1346436 1.1346436 1.1346436 1.1346436 1.1346436 1.1346436 1.1346436
 1.1346436]",1.248839,"[1958592.8 1958850.4 1958233.5 1957860.2 1957632.1 1956812.1 1959839.2
 1957084.  1956993.6 1957352.8 1957162.5 1957841.  1957611.  1958149.
 1957805.4]",29367819.625,81207,0,10,-230.0,538.0,-343.625,-881.625,1957805.4,1959839.2,1957084.0,1956812.1,1957854.5,25.839,-1.1153018,-0.8490558465321859,-0.7944907546043396,-0.6764456
"[-11565.875 -11303.    -11665.5   -11223.375 -11822.75  -12174.75
 -11168.125 -12594.25  -12120.5   -12680.625 -11724.5   -11738.5
 -12041.    -11300.375 -11896.125]",-11801.283333333333,0.0,"[1606.1877 1615.5673 1614.8213 1614.8213 1615.6212 1625.6075 1635.6271
 1642.8054 1628.3438 1645.4934 1645.4934 1652.2638 1653.2865 1658.2762
 1666.2654]",1935.0992,4.989746,7.9891357,"[0.2865654 0.2865654 0.2865654 0.2865654 0.2865654 0.2865654 0.2865654
 0.2865654 0.2865654 0.2865654 0.2865654 0.2865654 0.2865654 0.2865654
 0.2865654]",0.29220122,"[1.17847 1.17847 1.17847 1.17847 1.17847 1.17847 1.17847 1.17847 1.17847
 1.17847 1.17847 1.17847 1.17847 1.17847 1.17847]",1.2424418,"[1987934.1 1988197.  1987834.5 1988276.6 1987677.2 1987325.2 1988331.9
 1986905.8 1987379.5 1986819.4 1987775.5 1987761.5 1987459.  1988199.6
 1987603.9]",29815480.75,81209,0,11,-302.5,740.625,-595.75,-1336.375,1987603.9,1988331.9,1986905.8,1987325.2,1987698.9,11.022,-0.71743184,-0.7566414674123129,-0.6674483418464661,-0.8770462
"[-19596.375 -19807.5   -22439.375 -20574.125 -18641.625 -20661.25
 -20189.125 -20619.875 -20024.125 -19924.5   -22499.5   -20580.375
 -20329.25  -20267.75  -20702.875]",-20457.175,0.0,"[2112.8772 2100.4631 2107.8499 2103.461  2104.8672 2119.8008 2125.0764
 2105.238  2115.8928 2143.5752 2142.5793 2151.8198 2137.6113 2145.9211
 2145.0007]",1950.852,8.309814,-0.92041016,"[0.2610628 0.2610628 0.2610628 0.2610628 0.2610628 0.2610628 0.2610628
 0.2610628 0.2610628 0.2610628 0.2610628 0.2610628 0.2610628 0.2610628
 0.2610628]",0.28960636,"[1.1295352 1.1295352 1.1295352 1.1295352 1.1295352 1.1295352 1.1295352
 1.1295352 1.1295352 1.1295352 1.1295352 1.1295352 1.1295352 1.1295352
 1.1295352]",1.233033,"[1979903.6 1979692.5 1977060.6 1978925.9 1980858.4 1978838.8 1979310.9
 1978880.1 1979475.9 1979575.5 1977000.5 1978919.6 1979170.8 1979232.2
 1978797.1]",29685642.375,81209,0,12,251.125,61.5,-435.125,-496.625,1978797.1,1979310.9,1978880.1,1978838.8,1979042.8,17.359,-0.51816374,-1.5010644594828289,-0.8256468772888184,-2.19095
"[-25266.375 -24923.375 -25010.75  -26122.375 -26468.875 -25056.25
 -25509.    -25733.5   -25634.125 -25474.75  -24529.625 -24829.875
 -24993.    -25214.5   -24679.875]",-25296.416666666668,0.0,"[2547.5322 2545.054  2551.6584 2563.821  2563.821  2570.114  2570.8096
 2582.1172 2594.6165 2603.7656 2607.825  2607.825  2615.0356 2623.3618
 2630.7585]",1999.6487,8.326172,7.3967285,"[0.25747138 0.25747138 0.25747138 0.25747138 0.25747138 0.25747138
 0.25747138 0.25747138 0.25747138 0.25747138 0.25747138 0.25747138
 0.25747138 0.25747138 0.25747138]",0.28713447,"[1.1794671 1.1794671 1.1794671 1.1794671 1.1794671 1.1794671 1.1794671
 1.1794671 1.1794671 1.1794671 1.1794671 1.1794671 1.1794671 1.1794671
 1.1794671]",1.2289125,"[1974233.6 1974576.6 1974489.2 1973377.6 1973031.1 1974443.8 1973991.
 1973766.5 1973865.9 1974025.2 1974970.4 1974670.1 1974507.  1974285.5
 1974820.1]",29613053.75,81209,0,13,-163.125,-221.5,534.625,756.125,1974820.1,1973991.0,1973766.5,1974443.8,1974203.6,23.597,-0.87737936,-0.7846318880716959,-0.3592989146709442,-0.31889564
"[13319.625 13110.875 13125.125 12579.5   14251.75  12381.    13150.375
 11822.25  12659.625 14356.625 13866.375 12785.125 12929.25  12319.875
 13236.   ]",13059.558333333332,0.0,"[1678.9508 1680.6886 1683.215  1686.2369 1685.8793 1685.7269 1697.6584
 1702.15   1698.1373 1712.0393 1711.2125 1709.3029 1721.368  1719.3835
 1719.3835]",1978.2042,-1.9844971,0.0,"[0.23262717 0.23262717 0.23262717 0.23262717 0.23262717 0.23262717
 0.23262717 0.23262717 0.23262717 0.23262717 0.23262717 0.23262717
 0.23262717 0.23262717 0.23262717]",0.2832411,"[1.2138512 1.2138512 1.2138512 1.2138512 1.2138512 1.2138512 1.2138512
 1.2138512 1.2138512 1.2138512 1.2138512 1.2138512 1.2138512 1.2138512
 1.2138512]",1.2278367,"[1844887.8 1844679.  1844693.2 1844147.6 1843836.6 1841965.9 1842735.2
 1841407.1 1842244.5 1841927.8 1841437.5 1840356.2 1840500.4 1839891.
 1840807.1]",27635517.0,81209,0,14,144.125,-609.375,916.125,1525.5,1840807.1,1842735.2,1841407.1,1841965.9,1842368.0,28.007,0.07864125,-0.2264812390009562,-0.28965499997138977,-0.1599475
"[35552.53125  35778.84375  36050.875    34947.90625  35590.65625
 37210.53125  35966.625    36849.1875   36225.875    35366.625
 35938.25     36056.5      37317.703125 37349.671875 36773.671875]",36198.363541666666,0.0,"[1490.7688 1490.7688 1490.7688 1490.7688 1490.7688 1490.7688 1490.7688
 1490.7688 1490.7688 1490.7688 1490.7688 1490.7688 1490.7688 1490.7688
 1490.7688]",1945.7084,0.0,0.0,"[0.14805351 0.14805351 0.14805351 0.14805351 0.14805351 0.14805351
 0.14805351 0.14805351 0.14805351 0.14805351 0.14805351 0.14805351
 0.14805351 0.14805351 0.14805351]",0.27422854,"[1.7679702 1.7679702 1.7679702 1.7679702 1.7679702 1.7679702 1.7679702
 1.7679702 1.7679702 1.7679702 1.7679702 1.7679702 1.7679702 1.7679702
 1.7679702]",1.2638454,"[292149.03 292375.34 292647.38 291544.4  292187.16 292556.1  291312.2
 292194.75 291571.44 290712.2  291283.8  291402.06 291412.3  291444.28
 290868.28]",4375660.71875,81209,0,15,10.25,31.96875,-576.0,-607.96875,290868.28,291312.2,292194.75,292556.1,291710.72,33.279,1.2732507,0.7290952205657959,0.46693095564842224,0.59580564
"[-5039.125 -4541.125 -3908.25  -4597.25  -4514.25  -5281.5   -5097.25
 -5151.    -3968.125 -3651.75  -3318.75  -4288.25  -4506.5   -4635.125
 -3060.5  ]",-4370.583333333333,0.0,"[2013.2451 2022.5499 2025.9335 2027.2225 2027.2225 2034.9093 2031.5485
 2039.3142 2034.2861 2039.1699 2039.1699 2052.2842 2054.0974 2055.0344
 2055.952 ]",1951.4012,0.9370117,0.91748047,"[0.33195996 0.33195996 0.33195996 0.33195996 0.33195996 0.33195996
 0.33195996 0.33195996 0.33195996 0.33195996 0.33195996 0.33195996
 0.32680017 0.32680017 0.32680017]",0.27777228,"[1.1993327 1.1993327 1.1993327 1.1993327 1.1993327 1.1993327 1.1993327
 1.1993327 1.1993327 1.1993327 1.1993327 1.1993327 1.1974727 1.1974727
 1.1974727]",1.2597903,"[1994460.9 1994958.9 1995591.8 1994902.8 1994985.8 1994218.5 1994402.8
 1994349.  1995531.9 1995848.2 1996181.2 1995211.8 1994993.5 1994864.9
 1996439.5]",29926941.25,81212,0,16,-218.25,-128.625,1574.625,1703.25,1996439.5,1994402.8,1994349.0,1994218.5,1995129.5,9.431,0.16128,-0.3705458641052246,-0.8172324895858765,-0.5991369
"[-10526.375 -11536.375 -10054.375 -10583.75  -10167.     -9958.125
 -10866.75  -10330.375 -10833.75   -9825.875 -11199.    -10635.5
  -8914.25  -10922.375 -11386.125]",-10516.0,0.0,"[1834.267  1837.2823 1839.1532 1841.1566 1842.4911 1848.2179 1847.114
 1847.114  1861.9874 1845.5657 1853.7451 1857.527  1866.2163 1871.1941
 1871.1941]",1945.4922,4.977783,0.0,"[0.31575266 0.31575266 0.31575266 0.31575266 0.31575266 0.31575266
 0.31575266 0.31575266 0.31575266 0.31575266 0.31575266 0.31575266
 0.31575266 0.31575266 0.31575266]",0.2800064,"[1.2050153 1.2050153 1.2050153 1.2050153 1.2050153 1.2050153 1.2050153
 1.2050153 1.2050153 1.2050153 1.2050153 1.2050153 1.2050153 1.2050153
 1.2050153]",1.2565682,"[1988973.6 1987963.6 1989445.6 1988916.2 1989333.  1989541.9 1988633.2
 1989169.6 1988666.2 1989674.1 1988301.  1988864.5 1990585.8 1988577.6
 1988113.9]",29834760.0,81212,0,17,1721.25,-2008.125,-463.75,1544.375,1988113.9,1988633.2,1989169.6,1989541.9,1988984.1,9.816,-1.1166344,-1.089754343032837,-0.8470560908317566,-0.08030687
"[-24052.375 -23945.75  -24198.    -24179.375 -23614.125 -23114.5
 -23130.25  -23577.375 -22114.375 -23972.25  -23526.125 -24834.
 -25233.125 -25870.5   -24310.375]",-23978.166666666668,0.0,"[1478.5371 1478.5371 1484.833  1294.9594 1256.851  1263.3302 1263.8308
 1270.0665 1270.0665 1275.0144 1274.5233 1282.0012 1285.8192 1290.7697
 1291.9205]",1910.5986,4.9504395,1.1508789,"[0.26048246 0.26048246 0.26048246 0.26048246 0.26048246 0.26048246
 0.26048246 0.26048246 0.26048246 0.26048246 0.26048246 0.26048246
 0.26048246 0.26048246 0.26048246]",0.27892178,"[1.1414793 1.1414793 1.1414793 1.1414793 1.1414793 1.1414793 1.1414793
 1.1414793 1.1414793 1.1414793 1.1414793 1.1414793 1.1414793 1.1414793
 1.1414793]",1.2501743,"[1975447.6 1975554.2 1975302.  1975320.6 1975885.9 1976385.5 1976369.8
 1975922.6 1977385.6 1975527.8 1975973.9 1974666.  1974266.9 1973629.5
 1975189.6]",29632827.5,81212,0,18,-399.125,-637.375,1560.125,2197.5,1975189.6,1976369.8,1975922.6,1976385.5,1975521.9,13.44,-0.9556875,-1.2216003735860188,-0.53948974609375,-0.8390581
"[-46204.5   -46433.375 -47095.625 -45685.375 -46296.875 -44632.625
 -46500.125 -44421.5   -46608.    -45272.    -47552.    -46004.875
 -47287.25  -47061.375 -46516.5  ]",-46238.13333333333,0.0,"[1410.2881 1415.4388 1415.13   1416.1499 1426.8147 1421.0364 1429.8474
 1441.3107 1436.6816 1436.0554 1434.9036 1434.9036 1441.2899 1447.8903
 1448.9075]",1885.3271,6.600342,1.0172119,"[0.24922138 0.24922138 0.24922138 0.24922138 0.24922138 0.24922138
 0.24922138 0.24922138 0.24922138 0.24922138 0.24922138 0.24922138
 0.24922138 0.24922138 0.24922138]",0.27735862,"[1.1212516 1.1212516 1.1212516 1.1212516 1.1212516 1.1212516 1.1212516
 1.1212516 1.1212516 1.1212516 1.1212516 1.1212516 1.1212516 1.1212516
 1.1212516]",1.243389,"[1953295.5 1953066.6 1952404.4 1953814.6 1953203.1 1954867.4 1952999.9
 1955078.5 1952892.  1954228.  1951948.  1953495.1 1952212.8 1952438.6
 1952983.5]",29298928.0,81212,0,19,-1282.375,225.875,544.875,319.0,1952983.5,1952999.9,1955078.5,1954867.4,1953261.9,27.163,-0.79507375,-0.8353937466939291,-0.3680464029312134,-0.8363931
"[48804.875 50281.375 51888.375 52591.25  52432.625 52255.    50253.5
 51118.375 53072.5   52298.125 52955.    53117.25  52083.125 52815.5
 53314.625]",51952.1,0.0,"[1845.6632 1845.6632 1851.3009 1850.3087 1859.5449 1862.7751 1861.8529
 1869.1326 1877.0323 1885.6396 1874.5532 1878.8379 1894.3876 1887.4032
 1894.2422]",1884.5221,-6.984375,6.8389893,"[0.2139965 0.2139965 0.2139965 0.2139965 0.2139965 0.2139965 0.2139965
 0.2139965 0.2139965 0.2139965 0.2139965 0.2139965 0.2139965 0.2139965
 0.2139965]",0.27419046,"[1.438936 1.438936 1.438936 1.438936 1.438936 1.438936 1.438936 1.438936
 1.438936 1.438936 1.438936 1.438936 1.438936 1.438936 1.438936]",1.2531663,"[1436561.8 1438038.2 1439645.2 1438334.4 1438175.8 1437998.1 1435996.6
 1436861.5 1436832.4 1436058.  1436714.9 1436877.1 1435843.  1436575.4
 1435060.9]",21555573.25,81212,0,20,-1034.125,732.375,-1514.5,-2246.875,1435060.9,1435996.6,1436861.5,1437998.1,1437038.1,29.34,0.7557531,0.5975823402404785,0.40878283977508545,0.8760469
"[-50798.5   -50782.75  -50156.5   -50240.625 -49638.25  -49907.125
 -51612.    -51950.25  -50449.25  -51586.5   -50954.75  -49889.125
 -49666.875 -48535.5   -49341.875]",-50367.325,0.0,"[2797.042 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042
 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042]",1927.9753,0.0,0.0,"[0.3242136  0.32183856 0.32183856 0.32183856 0.32183856 0.32183856
 0.32183856 0.32183856 0.32183856 0.32183856 0.32183856 0.32183856
 0.32183856 0.32183856 0.32183856]",0.27646697,"[1.1739967 1.1748827 1.1748827 1.1748827 1.1748827 1.1748827 1.1748827
 1.1748827 1.1748827 1.1748827 1.1748827 1.1748827 1.1748827 1.1748827
 1.1748827]",1.2494358,"[1948701.5 1948717.2 1949343.5 1949259.4 1949861.8 1949592.9 1947888.
 1947549.8 1949050.8 1947913.5 1948545.2 1949610.9 1949833.1 1950964.5
 1950158.1]",29236990.125,81232,0,21,222.25,1131.375,-806.375,-1937.75,1950158.1,1947888.0,1947549.8,1949592.9,1949132.6,5.52,-0.79673934,-1.1958308219909668,-1.3352296352386475,-1.115635
"[-40797.25  -40961.125 -42688.875 -41981.5   -41257.75  -41087.25
 -40192.25  -39122.875 -41037.25  -40517.375 -40132.25  -40357.5
 -41459.125 -38845.75  -39511.625]",-40663.316666666666,0.0,"[2797.042 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042
 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042 2797.042]",1967.4784,0.0,0.0,"[0.32847545 0.32847545 0.32847545 0.32847545 0.32847545 0.32847545
 0.32847545 0.32847545 0.32847545 0.32847545 0.32847545 0.32847545
 0.32847545 0.32847545 0.32847545]",0.27883098,"[1.1821434 1.1821434 1.1821434 1.1821434 1.1821434 1.1821434 1.1821434
 1.1821434 1.1821434 1.1821434 1.1821434 1.1821434 1.1821434 1.1821434
 1.1821434]",1.246377,"[1958702.8 1958538.9 1956811.1 1957518.5 1958242.2 1958412.8 1959307.8
 1960377.1 1958462.8 1958982.6 1959367.8 1959142.5 1958040.9 1960654.2
 1959988.4]",29382550.25,81232,0,22,-1101.625,2613.375,-665.875,-3279.25,1959988.4,1959307.8,1960377.1,1958412.8,1958836.5,5.674,-0.4368575,-1.3271215756734211,-1.194192886352539,-2.5091794
